nodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
21,1474.6999999999994,914.4369999999996,363.22800000000007,979.602,1227.8789999999997,487.5540000000001,482.065,976.252,575.827,1341.683,258.89400000000006,1205.3049999999998,914.52,916.751,748.7239999999998,2154.4749999999995,2096.736999999999,620.2780000000001,2242.1270000000004,2028.8830000000005,,1115.5640000000003,1176.601,1479.6620000000005,929.593,1771.1670000000006,151.849,622.26,525.9000000000001,782.6560000000002,804.5880000000001,1030.6990000000003,1061.214,2030.622,2120.618,1545.4320000000002,419.4359999999999,9195.693,589.3059999999999,267.923,2035.068,2454.147000000001,1744.519,2591.0370000000003,1370.1390000000004,3118.2200000000003,531.976,2049.802,1106.496,5493.3330000000005,1460.2050000000004,452.22,430.405,68.74900000000001,775.0469999999999,646.135,1055.754,1184.671,399.089,583.675,590.4119999999999,485.5849999999999,1107.6249999999998,1621.0700000000004,1142.563,959.4890000000004,849.2320000000003,1999.49,3894.233,1893.557,709.6919999999999,1715.825,1914.5610000000004,978.3350000000004,3851.645,1744.9929999999997,1298.4109999999998,1131.62,1107.6249999999998,1038.241
22,1212.438,1472.9619999999998,1051.9240000000002,1415.742,549.985,1089.0100000000002,918.2050000000002,1412.3919999999998,1013.893,1678.046,1228.854,1641.4449999999997,1350.66,1105.26,1322.1289999999997,1003.746,1070.3369999999998,555.438,2928.9389999999994,2993.003,1115.5640000000003,,2210.4320000000007,1350.7610000000004,1902.385,744.7669999999999,1012.9930000000002,557.4200000000001,700.5340000000001,452.1940000000001,601.9260000000002,84.86500000000001,1497.3539999999998,2152.0880000000006,969.889,1913.826,1288.366,9564.087,1025.446,934.45,2403.462,2822.541000000001,2112.913,1564.6370000000002,1738.5330000000008,3486.6140000000005,970.042,2068.4640000000004,1729.8109999999997,5167.054,433.805,1247.512,1400.3649999999996,1169.6280000000004,1211.187,796.6350000000002,2028.546,1040.903,1329.564,1452.6049999999998,1353.0589999999995,921.725,585.094,594.6700000000001,1578.7029999999995,871.027,982.7730000000004,2367.884,3269.039999999999,742.8280000000001,1682.4839999999997,2084.219,888.1610000000001,1218.6230000000005,4220.039,2778.824000000001,2332.2420000000006,719.6490000000001,585.094,1474.3809999999996
23,2569.568,991.974,1508.8029999999997,1422.0819999999997,2322.7470000000003,1263.4529999999993,1372.4559999999994,1418.7319999999995,1644.0919999999994,897.114,1121.651,1647.7849999999996,1356.9999999999995,1263.9409999999991,1095.9139999999995,3249.3430000000008,3191.6050000000005,1566.4729999999993,2062.516,1809.179,1176.601,2210.4320000000007,,1035.0929999999998,835.198,2866.0349999999994,1246.717,1568.4549999999997,1620.7679999999991,1877.5239999999992,1899.4559999999992,2125.566999999999,1503.694,1821.275,3215.485999999998,2640.3,981.0139999999998,10290.560999999998,1265.215,1231.9029999999998,3129.936,3549.0150000000003,2839.386999999999,2185.309,2209.477,4213.088000000001,1626.8439999999994,1840.455,1453.686,5638.987000000002,2555.072999999999,1256.1570000000002,1150.459,1116.32,1217.527,1617.9379999999994,971.5789999999998,1301.6429999999998,1203.026,966.844,989.5260000000002,1368.936,2202.4929999999995,1748.2910000000002,1585.043,2054.3569999999995,1944.0999999999992,3094.358,4989.101,2988.424999999999,827.5029999999999,2653.4900000000007,1999.404,2073.202999999999,4946.513000000001,628.2400000000001,181.658,2226.4879999999994,2202.4929999999995,1480.7209999999998
24,2291.2000000000003,989.0709999999996,1960.353,1075.8470000000002,1964.7240000000004,1251.896,1183.0610000000004,1072.497,1922.322,444.905,1740.1660000000002,1120.6980000000003,977.49,611.11,779.137,2082.5080000000003,2024.7700000000004,1439.2860000000005,3037.7610000000013,2784.424000000001,1479.6620000000005,1350.7610000000004,1035.0929999999998,,1733.0659999999996,1699.2,1498.3439999999998,1437.304,1560.836,1713.791,1790.29,1346.462,1179.835,794.1949999999998,2048.651,2891.927,1089.5990000000002,10542.187999999998,1092.545,1443.81,3381.563,3800.6420000000007,3091.0139999999988,1158.2289999999998,2716.6339999999973,4464.715000000002,1878.4709999999995,813.3749999999998,977.556,4256.905999999999,1388.238,1933.492,1911.677,1419.381,922.62,1477.7629999999997,1869.447,384.17,1880.361,963.941,986.6230000000004,1179.541,2034.533,756.091,1261.184,2049.275,1939.018,3345.985,4223.472999999999,1821.59,1621.694,3062.319999999999,961.416,2324.8299999999995,5198.140000000001,1603.485,1156.903,2242.331,2034.533,1134.486
25,2430.273,1472.8510000000003,859.38,1875.4550000000004,2014.7000000000005,1344.5340000000003,1459.6650000000002,1872.1050000000005,994.669,1595.0869999999995,692.216,2101.158,1810.3730000000005,1717.3140000000008,1549.2870000000005,2941.296,2883.5579999999995,1407.0990000000004,1355.028,1104.662,929.593,1902.385,835.198,1733.0659999999996,,2557.988,1066.0970000000002,1409.0809999999997,1310.7010000000002,1569.4769999999996,1591.4089999999997,1817.5199999999995,1957.067,2519.2480000000005,2907.4389999999985,2222.622,1219.999,10064.408,1566.9060000000002,1182.831,2516.409000000001,3131.3370000000014,2421.7089999999994,2883.282000000001,1560.0540000000003,3795.4100000000008,1065.735,2538.428000000001,1907.059,6414.337,2247.0259999999994,652.869,494.014,869.312,1670.9,1558.265,136.774,1999.616,612.698,1142.089,1390.975,1463.1850000000002,1894.446,2407.891,2038.416,1744.3850000000002,1634.1280000000002,2480.8310000000006,5042.269,2680.3779999999992,206.126,2004.0670000000005,2701.382,1655.525,4528.835000000001,1217.93,772.037,1913.197,1894.446,1934.094
26,1142.8070000000005,2128.565,1707.5270000000005,2071.345,816.3309999999999,1744.6130000000005,1573.8080000000002,2067.995,1669.4960000000003,2026.4850000000004,1884.457,1891.2550000000003,2006.263,1453.6990000000003,1621.2410000000002,660.9590000000001,365.2360000000001,1211.041,3584.541999999999,3648.6059999999993,1771.1670000000006,744.7669999999999,2866.0349999999994,1699.2,2557.988,,1668.5959999999995,1213.023,1356.1370000000002,1107.7969999999998,923.583,740.468,2152.957,2500.527,732.968,1630.5679999999998,1943.9690000000005,9487.875999999998,1681.049,1590.053,2381.492,2554.4410000000003,2036.7019999999995,1913.076,2394.136,3203.356,1625.6449999999998,2416.903,1830.4310000000005,5515.493000000001,310.962,1903.115,2055.9679999999994,1825.2309999999995,1866.79,1452.2379999999998,2684.1490000000003,1389.342,1985.167,2108.208,2008.662,1577.328,886.1400000000001,943.1090000000002,2234.306,1245.3160000000005,1317.9380000000003,2384.578,2550.869,505.907,2338.087,2384.022,1236.6,1660.1230000000005,3951.938999999999,3434.427,2987.845,1093.938,886.1400000000001,2129.984
27,1372.1289999999997,933.1189999999996,348.404,890.145,1125.308,398.0970000000001,392.608,886.7949999999998,473.256,1360.3649999999998,392.5659999999999,1115.8480000000002,825.0629999999999,935.433,767.4059999999997,2051.9039999999995,1994.166,517.7070000000001,2388.302,2165.387,151.849,1012.9930000000002,1246.717,1498.3439999999998,1066.0970000000002,1668.5959999999995,,519.689,423.32900000000006,680.0850000000002,702.017,928.1280000000002,971.757,2049.304,2018.0470000000005,1442.861,438.118,9093.122,499.8490000000001,178.466,1932.497,2351.576000000001,1641.9479999999996,2488.466,1267.568000000001,3015.649,429.405,2068.4840000000004,1125.178,5512.015000000002,1357.6340000000002,585.8919999999999,564.077,205.913,685.59,556.678,1192.2579999999996,1203.353,532.761,602.357,609.0939999999999,396.128,1005.054,1518.4990000000005,1053.106,856.9180000000002,746.6610000000002,1896.919,3758.926,1790.986,846.1959999999999,1613.254,1811.99,875.7640000000001,3749.074,1815.1089999999992,1368.5269999999994,1029.0490000000002,1005.054,948.784
28,1114.9320000000002,809.0,558.6200000000001,751.78,669.735,487.234,254.243,748.43,520.5889999999999,1485.817,735.5500000000001,977.483,686.6980000000001,826.1940000000001,658.1670000000001,1596.331,1538.5929999999998,1982.0,2435.635,2499.699,622.26,557.4200000000001,1568.4549999999997,1437.304,1409.0809999999997,1213.023,519.689,,207.23,224.512,246.444,472.555,833.392,1973.397,1562.4740000000004,1420.522,720.136,9070.783,361.484,366.2199999999999,1910.158,2329.2370000000005,1619.6089999999997,2032.893,1245.2290000000005,2993.31,476.7380000000001,1992.577,1065.8490000000002,5635.31,902.061,754.2080000000002,907.0610000000004,676.3239999999998,547.2249999999999,239.21500000000003,1535.242,1127.446,836.2600000000002,884.3749999999998,689.097,257.763,549.481,1062.9260000000002,914.741,599.7210000000001,489.46400000000006,1874.58,3336.089,1335.413,1189.18,1590.9149999999995,1356.417,725.3190000000001,3726.734999999999,2136.846999999999,1690.2649999999992,634.8040000000002,549.481,810.419
29,987.991,932.532,489.865,875.3119999999999,730.1870000000001,529.147,377.775,871.9619999999998,402.399,1734.4159999999993,639.1900000000002,1101.015,810.2299999999998,949.726,781.6989999999998,1739.4450000000002,1681.707,205.248,2366.88,2430.9440000000004,525.9000000000001,700.5340000000001,1620.7679999999991,1560.836,1310.7010000000002,1356.1370000000002,423.32900000000006,207.23,,367.626,389.558,615.6690000000001,956.924,2096.929,1705.588,1207.271,812.169,8857.532,485.016,374.587,1696.9069999999997,2115.9860000000003,1406.3579999999995,2176.0070000000005,1031.978,2780.059,354.34400000000005,2116.1090000000004,1189.381,5778.424000000001,1045.1750000000002,685.4530000000001,836.9110000000002,579.9639999999998,670.757,446.4450000000001,1436.862,1250.978,767.5050000000001,976.408,812.629,381.295,609.9330000000001,1206.0400000000002,1038.273,472.78,362.523,1661.3289999999995,3374.788,1478.527,1092.82,1377.664,1499.5310000000002,512.0680000000001,3513.483999999999,2189.159999999999,1742.5779999999995,644.9110000000002,609.9330000000001,933.951
30,1076.6819999999998,1140.054,719.0160000000003,1082.834,573.0229999999999,756.1020000000003,585.2970000000001,1079.4839999999997,680.9850000000001,1816.871,895.9460000000003,1308.5369999999996,1017.752,1157.2479999999998,989.221,1491.1049999999998,1433.367,222.53,2596.030999999999,2660.095,782.6560000000002,452.1940000000001,1877.5239999999992,1713.791,1569.4769999999996,1107.7969999999998,680.0850000000002,224.512,367.626,,149.732,367.329,1164.446,2515.1180000000004,1457.2480000000005,1419.216,955.458,9069.477,692.538,601.542,1908.852,2327.9310000000005,1618.3029999999997,1927.667,1243.9230000000002,2992.004,637.134,2431.4940000000006,1396.903,5530.084000000002,796.835,914.6040000000002,1067.457,836.7199999999998,878.279,463.727,1695.638,1403.9330000000002,996.6560000000002,1119.697,1020.151,588.817,452.769,957.7000000000002,1245.7949999999998,561.4710000000001,490.5400000000001,1873.274,3361.48,1230.187,1349.576,1589.6089999999997,1251.191,674.3470000000002,3725.428999999999,2445.916,1999.334,538.092,452.769,1141.473
31,853.566,1161.986,740.9480000000002,1104.7659999999998,423.291,778.0340000000002,607.229,1101.4159999999997,702.917,1838.803,917.8780000000002,1330.4689999999998,1039.684,1179.1799999999998,1011.153,1242.9890000000005,1249.153,244.462,2617.962999999999,2682.026999999999,804.5880000000001,601.9260000000002,1899.4559999999992,1790.29,1591.4089999999997,923.583,702.017,246.444,389.558,149.732,,517.061,1186.378,2664.85,1209.132,1202.303,977.39,9059.611,714.47,623.474,1953.227,2126.1760000000004,1608.4369999999997,2077.3990000000003,1235.0460000000005,2775.0909999999994,659.066,2581.226,1418.835,5679.816000000001,612.621,936.5360000000002,1089.389,858.6519999999998,900.211,485.659,1717.57,1480.4320000000002,1018.5880000000002,1141.629,1042.083,610.749,303.037,1107.4320000000002,1267.727,480.229,442.056,1864.397,3089.6449999999995,982.071,1371.508,1580.7319999999995,1400.9230000000002,650.3140000000002,3523.673999999999,2467.8479999999995,2021.266,388.36,303.037,1163.405
32,1332.4680000000003,1388.0969999999998,967.0590000000004,1330.877,720.6760000000002,1004.1450000000004,833.3400000000001,1327.5269999999998,929.028,1673.7470000000003,1143.989,1556.5799999999997,1265.7949999999998,1100.9610000000002,1237.2639999999997,1123.776,1066.038,470.573,2844.073999999999,2908.1379999999995,1030.6990000000003,84.86500000000001,2125.566999999999,1346.462,1817.5199999999995,740.468,928.1280000000002,472.555,615.6690000000001,367.329,517.061,,1412.4889999999998,2147.7890000000007,1089.919,1828.961,1203.501,9479.222,940.581,849.5849999999998,2318.597,2737.6760000000017,2028.048,1560.3380000000002,1653.6680000000008,3401.7490000000007,885.1769999999999,2064.1650000000004,1644.9459999999997,5162.755,429.506,1162.6469999999997,1315.499999999999,1084.763,1126.322,711.7700000000001,1943.6809999999991,1036.604,1244.6989999999998,1367.74,1268.1939999999995,836.8599999999999,624.9340000000001,590.3710000000001,1493.8379999999995,910.867,897.9080000000002,2283.019,3264.740999999999,862.8580000000001,1597.6189999999992,1999.354,883.8620000000001,1133.758,4135.174000000001,2693.9590000000007,2247.3770000000004,759.4890000000001,624.9340000000001,1389.5159999999996
33,1960.574,685.9949999999999,1270.868,235.51500000000004,1609.669,841.065,579.149,233.52000000000004,1232.837,1362.812,1365.283,468.86,202.34500000000003,590.6100000000001,439.198,2536.265,2478.527,835.374,3147.883,3211.947,1061.214,1497.3539999999998,1503.694,1179.835,1957.067,2152.957,971.757,833.392,956.924,1164.446,1186.378,1412.4889999999998,,1715.928,2502.407999999999,2137.321000000001,1036.094,9787.582,679.35,824.668,2626.957000000001,3046.036000000002,2336.408,1732.545,1962.0280000000007,3710.1090000000017,1188.986,1735.1080000000002,942.844,5178.639000000001,1841.995,1466.4559999999997,1536.794,1096.223,286.16700000000003,873.8510000000001,2083.228,869.977,1548.5079999999998,910.436,566.092,575.629,1489.415,1059.777,118.365,1445.3630000000005,1335.1060000000002,2591.3790000000013,4276.023,2275.347,1737.1660000000002,2307.714000000001,1165.2409999999998,1442.1180000000002,4443.534000000001,2072.086,1625.5039999999997,1523.035,1489.415,294.154
34,3092.527,1560.2600000000004,2410.873,1611.9400000000005,2766.051,1715.1830000000002,1719.1540000000002,1608.5900000000004,2372.842,1068.9549999999997,2291.126,1656.7910000000004,1513.5830000000003,1147.2029999999995,1315.23,2883.835,2826.097,1975.379,3823.9430000000016,3570.606000000001,2030.622,2152.0880000000006,1821.275,794.1949999999998,2519.2480000000005,2500.527,2049.304,1973.397,2096.929,2515.1180000000004,2664.85,2147.7890000000007,1715.928,,2849.9779999999982,3277.326,1875.7810000000004,10927.587,1628.638,1882.047,3766.962,4186.040999999999,3476.412999999999,906.778,3102.032999999998,4850.114000000001,2328.9909999999995,522.3520000000001,1513.6490000000003,3837.246,2189.564999999999,2484.599,2462.784,1970.488,1458.713,2013.856,2655.629000000001,845.951,2431.4680000000003,1750.123,1440.2100000000005,1715.634,2835.86,1292.184,1797.2769999999998,3195.0360000000005,2475.111,3731.384000000001,5024.799999999998,2622.916999999999,2407.876000000001,3447.718999999999,1497.509,2582.122999999999,5583.539000000002,2389.6669999999995,1943.085,3043.658,2835.86,1670.579
35,948.0360000000002,2478.0159999999987,2056.978,2420.796,875.2360000000001,2094.064,1923.259,2417.445999999999,2018.9470000000003,2375.936,2233.908,2240.706,2355.713999999999,1803.1500000000003,1970.692,142.441,999.662,1560.492,3933.9929999999977,3998.056999999998,2120.618,969.889,3215.485999999998,2048.651,2907.4389999999985,732.968,2018.0470000000005,1562.4740000000004,1705.588,1457.2480000000005,1209.132,1089.919,2502.407999999999,2849.9779999999982,,1603.5119999999995,2293.42,9877.46,2030.4999999999995,1939.504,2853.994000000001,2425.5840000000007,2019.006,2262.527,2447.921,3073.246,1975.0959999999995,2766.354,2179.882,5864.944000000001,677.429,2252.565999999999,2405.4189999999985,2174.682,2216.2409999999995,1801.689,3033.6,1738.793,2334.617999999999,2457.659,2358.113,1926.7789999999995,1007.178,1292.56,2583.757,1366.354,1438.976,2936.1050000000014,2186.293,353.482,2687.538,2464.333999999999,1586.051,1637.8259999999996,3823.082,3783.878000000001,3337.2960000000007,1039.9019999999998,1007.178,2479.4349999999995
36,821.5510000000002,2112.9290000000005,1401.7859999999998,2055.7090000000003,1201.504,1654.6940000000002,1558.172,2052.3590000000004,1314.3199999999997,2753.948,1658.7220000000002,2281.4120000000003,1990.627,2130.1230000000005,1962.096,1745.9529999999995,2044.271,1418.54,3295.7510000000007,3364.1980000000017,1545.4320000000002,1913.826,2640.3,2891.927,2222.622,1630.5679999999998,1442.861,1420.522,1207.271,1419.216,1202.303,1828.961,2137.321000000001,3277.326,1603.5119999999995,,1831.701,7944.568000000002,1665.4130000000002,1505.4639999999995,867.7680000000001,939.9309999999998,426.414,2992.8369999999995,1067.2310000000002,1588.8459999999995,1176.124,3296.5059999999994,2369.778,6595.254000000002,1407.7389999999998,1597.3739999999998,1748.832,1599.496,1851.154,1659.7370000000003,2348.783,2431.374999999999,1679.426,1995.94,2002.677,1561.6920000000002,1081.25,2022.87,2218.67,722.074,832.331,870.854,3102.6890000000003,1348.448,2112.352,884.0380000000001,2316.361,768.5670000000002,2337.428999999999,3208.6920000000005,2762.11,944.6219999999998,1081.25,2114.3480000000004
37,1760.9689999999994,524.3739999999999,900.127,954.4820000000002,1400.681,370.6880000000001,605.549,951.132,862.0959999999999,951.62,679.94,1180.185,889.4000000000001,796.3409999999999,628.3140000000001,2327.277,2269.539,718.154,2526.873000000001,2319.289,419.4359999999999,1288.366,981.0139999999998,1089.5990000000002,1219.999,1943.9690000000005,438.118,720.136,812.169,955.458,977.39,1203.501,1036.094,1875.7810000000004,2293.42,1831.701,,9481.962,565.789,383.584,2321.337,2740.416000000001,2030.788,1926.829,1656.4080000000008,3404.4890000000005,818.245,1894.961,986.086,5338.492,1633.0069999999998,873.2659999999998,851.4510000000001,359.15500000000003,749.9269999999999,769.619,1346.16,1064.261,820.1349999999999,193.612,521.9259999999999,609.069,1280.427,1280.6909999999998,1117.443,1245.7580000000005,1135.5010000000004,2285.759,4067.035,2066.3589999999995,1000.098,2002.0940000000005,1531.804,1264.604,4137.914000000001,1549.4060000000002,1102.8240000000003,1314.047,1280.427,1013.121
38,8678.858999999999,9763.19,9052.047,9705.97,9058.812,9304.954999999998,9208.433,9702.62,8924.793,10404.208999999995,9308.982999999998,9931.673,9640.888,9780.383999999998,9612.357,10019.901,10709.562,9068.801,9993.083,10066.195,9195.693,9564.087,10290.560999999998,10542.187999999998,10064.408,9487.875999999998,9093.122,9070.783,8857.532,9069.477,9059.611,9479.222,9787.582,10927.587,9877.46,7944.568000000002,9481.962,,9315.674,9155.725,7415.288000000002,7490.247999999999,7549.526000000004,11039.559999999998,8452.374,7906.217000000001,8826.384999999998,10946.767000000003,10020.039,14641.976999999995,9265.047,9247.635000000002,9399.093,9249.757000000003,9501.415,9309.998000000003,9896.151999999998,10081.636000000002,9329.687000000002,9646.201,9652.938,9211.953,8938.557999999997,10069.592999999992,9868.930999999997,8579.382,8689.639,7519.279000000001,11030.378999999995,9205.756000000005,9879.948,8177.515000000004,10363.083999999992,8418.828,7153.016999999998,10858.952999999998,10412.370999999996,8801.929999999998,8938.557999999997,9764.609
39,1488.666,447.516,798.96,597.738,1137.761,195.101,107.241,594.3879999999999,760.9290000000001,1124.333,893.375,823.441,532.656,507.266,339.239,2064.357,2006.619,363.466,2675.9749999999995,2740.039,589.3059999999999,1025.446,1265.215,1092.545,1566.9060000000002,1681.049,499.8490000000001,361.484,485.016,692.538,714.47,940.581,679.35,1628.638,2030.4999999999995,1665.4130000000002,565.789,9315.674,,352.75999999999993,2155.0489999999995,2574.128000000001,1864.5,1645.108,1490.1200000000003,3238.2010000000005,717.078,1647.6710000000005,704.3649999999999,5091.349,1370.0870000000004,994.548,1064.886,643.3699999999998,393.183,401.943,1693.067,782.54,1076.6,544.918,327.613,103.721,1017.507,998.9699999999998,760.6990000000001,973.4550000000004,863.1980000000002,2119.4709999999995,3804.115,1803.4390000000003,1347.005,1835.8060000000005,1250.083,970.21,3971.626,1833.6069999999995,1387.0249999999992,1051.1270000000002,1017.507,656.3770000000001
40,1323.387,603.8169999999999,573.89,743.0559999999999,1046.765,243.29400000000004,245.519,739.7059999999999,535.859,1305.831,571.0319999999999,968.759,677.9739999999999,768.0289999999999,600.002,1973.361,1915.623,364.238,2450.905,2282.1210000000005,267.923,934.45,1231.9029999999998,1443.81,1182.831,1590.053,178.466,366.2199999999999,374.587,601.542,623.474,849.5849999999998,824.668,1882.047,1939.504,1505.4639999999995,383.584,9155.725,352.75999999999993,,1995.1,2414.179000000001,1704.5510000000002,1898.5170000000005,1330.1710000000005,3078.252,492.0080000000001,1901.08,957.774,5344.611000000001,1279.091,769.4780000000002,742.5430000000002,321.987,538.501,409.58900000000006,1308.9919999999995,1035.949,711.227,547.823,441.69,249.039,926.511,1439.956,906.017,808.176,697.919,1959.522,3713.118999999999,1712.4429999999998,962.93,1675.8570000000002,1733.447,938.3670000000002,3811.677,1800.2949999999994,1353.7129999999993,960.131,926.511,801.695
41,1572.4750000000004,2602.5650000000005,1788.292,2545.3450000000003,1952.428,2144.3299999999995,2047.808,2541.995,1669.619,3243.5840000000007,2148.358,2771.0480000000007,2480.263,2619.759000000001,2451.732,2996.435000000001,2795.195,1908.176,3274.4320000000016,3342.879000000002,2035.068,2403.462,3129.936,3381.563,2516.409000000001,2381.492,1932.497,1910.158,1696.9069999999997,1908.852,1953.227,2318.597,2626.957000000001,3766.962,2853.994000000001,867.7680000000001,2321.337,7415.288000000002,2155.0489999999995,1995.1,,830.0179999999998,438.846,3878.935,1245.273,1773.0859999999996,1665.5570000000007,3786.142,2859.4140000000007,7481.352000000002,2158.662999999999,1891.1610000000005,2042.6190000000008,2089.132,2340.79,2149.373,3172.8360000000007,2921.0109999999995,1973.2130000000004,2485.576,2492.312999999999,2051.328,1832.174,2908.9679999999994,2708.306,1472.998,1583.255,163.41299999999998,4006.913,2099.372,2413.9930000000004,862.719,3202.458999999999,1258.2029999999995,2227.515999999999,3698.328000000001,3251.7460000000005,1695.5459999999998,1832.174,2603.984
42,1745.4240000000004,3021.6440000000016,2310.5010000000007,2964.424000000002,2125.3770000000004,2563.409000000001,2466.8870000000006,2961.074000000002,2223.0350000000008,3662.663000000001,2567.4370000000013,3190.1270000000013,2899.342000000002,3038.8380000000016,2870.811000000001,2568.025000000001,3257.686,2327.255000000001,3887.558000000002,3956.005000000003,2454.147000000001,2822.541000000001,3549.0150000000003,3800.6420000000007,3131.3370000000014,2554.4410000000003,2351.576000000001,2329.2370000000005,2115.9860000000003,2327.9310000000005,2126.1760000000004,2737.6760000000017,3046.036000000002,4186.040999999999,2425.5840000000007,939.9309999999998,2740.416000000001,7490.247999999999,2574.128000000001,2414.179000000001,830.0179999999998,,942.3760000000002,3916.710000000001,1858.399,968.8220000000002,2084.8390000000004,4205.2210000000005,3278.493000000001,7519.127000000002,2331.612,2506.0890000000004,2657.5470000000005,2508.211,2759.869,2568.452,3257.4980000000005,3340.09,2588.1410000000005,2904.6550000000007,2911.3920000000007,2470.407,2005.1230000000005,2946.743,3127.385,1645.947,1756.2040000000002,912.129,3578.502999999999,2508.072,3021.067000000001,1475.845,3240.2339999999995,1677.2820000000002,1430.3909999999996,4117.407000000002,3670.825000000001,1868.495,2005.1230000000005,3023.063
43,1227.685,2312.016,1600.8729999999998,2254.796,1607.6379999999997,1853.781,1757.2589999999998,2251.4459999999995,1469.323,2953.034999999999,1857.809,2480.499,2189.714,2329.21,2161.183,2161.447,2450.404999999999,1617.6269999999995,3147.9790000000003,3216.4260000000013,1744.519,2112.913,2839.386999999999,3091.0139999999988,2421.7089999999994,2036.7019999999995,1641.9479999999996,1619.6089999999997,1406.3579999999995,1618.3029999999997,1608.4369999999997,2028.048,2336.408,3476.412999999999,2019.006,426.414,2030.788,7549.526000000004,1864.5,1704.5510000000002,438.846,942.3760000000002,,3588.3860000000004,1118.8200000000002,1830.4839999999992,1375.211,3495.593,2568.8650000000007,7190.803000000002,1813.873,1796.4609999999998,1947.919,1798.583,2050.241,1858.8240000000003,2547.87,2630.4619999999995,1878.513,2195.026999999999,2201.763999999999,1760.7790000000002,1487.3840000000005,2618.419,2417.757,1128.2080000000003,1238.4650000000004,441.932,3491.418999999999,1754.582,2311.4390000000003,736.266,2911.91,967.654,2339.873999999999,3407.779,2961.197,1350.756,1487.3840000000005,2313.435
44,2505.0760000000005,1576.73,2527.3970000000004,1628.557,2178.6000000000004,1731.8000000000002,1735.7710000000002,1625.207,2489.3660000000004,1432.9889999999998,2704.327,1599.385,1530.1999999999998,1163.82,1331.8469999999998,2296.384,2238.646,2030.911,4404.411999999998,3934.6400000000017,2591.0370000000003,1564.6370000000002,2185.309,1158.2289999999998,2883.282000000001,1913.076,2488.466,2032.893,2176.0070000000005,1927.667,2077.3990000000003,1560.3380000000002,1732.545,906.778,2262.527,2992.8369999999995,1926.829,11039.559999999998,1645.108,1898.5170000000005,3878.935,3916.710000000001,3588.3860000000004,,3214.0059999999976,4565.625000000002,2445.514999999999,823.1539999999998,1530.2660000000003,4304.573,1602.1139999999998,2722.984999999999,2875.837999999999,1987.105,1475.33,2272.108,3019.6630000000005,862.5680000000001,2805.037,1801.318,1456.9740000000004,1732.2510000000002,2248.409,1308.8010000000002,1813.894,2607.5850000000005,2458.245999999999,3843.357,4437.348999999998,2035.466,2771.9100000000003,3559.691999999999,1440.103,2694.095999999998,5314.208000000001,2753.701,2307.119,2456.207,2248.409,1687.196
45,1477.2780000000005,1937.6360000000009,964.636,1880.4160000000008,1695.581,1479.4010000000003,1382.8790000000004,1877.0660000000007,766.0830000000001,2578.654999999998,1175.7380000000005,2106.119,1815.3340000000007,1954.8300000000008,1786.8030000000008,2590.362,2719.7059999999983,1243.2470000000003,2067.859,2134.8010000000004,1370.1390000000004,1738.5330000000008,2209.477,2716.6339999999973,1560.0540000000003,2394.136,1267.568000000001,1245.2290000000005,1031.978,1243.9230000000002,1235.0460000000005,1653.6680000000008,1962.0280000000007,3102.032999999998,2447.921,1067.2310000000002,1656.4080000000008,8452.374,1490.1200000000003,1330.1710000000005,1245.273,1858.399,1118.8200000000002,3214.0059999999976,,2558.8769999999995,783.7329999999998,3121.213,2194.484999999999,6816.423000000002,2083.1739999999995,934.806,1086.264,1424.2029999999995,1675.861,1484.4439999999995,1666.8520000000003,2256.0819999999994,1016.858,1820.647,1827.384,1386.399,1575.3270000000002,2244.039,2043.377,1216.151,1037.075,1209.6950000000002,3947.098,2004.175,1457.638,461.724,2537.53,781.8160000000001,3255.8969999999995,2726.536,2331.2870000000003,1438.6989999999998,1575.3270000000002,1939.055
46,2394.3389999999995,3685.7170000000015,2974.573999999999,3628.497000000001,2774.2919999999995,3227.4820000000004,3130.96,3625.147000000001,2887.108,4326.736000000003,3231.51,3854.200000000001,3563.415000000001,3702.9110000000014,3534.884000000001,3215.6870000000004,3661.386,2991.328,4588.036000000002,4656.483000000003,3118.2200000000003,3486.6140000000005,4213.088000000001,4464.715000000002,3795.4100000000008,3203.356,3015.649,2993.31,2780.059,2992.004,2775.0909999999994,3401.7490000000007,3710.1090000000017,4850.114000000001,3073.246,1588.8459999999995,3404.4890000000005,7906.217000000001,3238.2010000000005,3078.252,1773.0859999999996,968.8220000000002,1830.4839999999992,4565.625000000002,2558.8769999999995,,2748.912,4869.294,3942.566,8168.042000000004,2980.527,3170.162,3321.62,3172.284,3423.942,3232.524999999999,3921.571,4004.163,3252.214,3568.728,3575.465,3134.48,2654.0380000000005,3595.6580000000004,3791.458,2294.862,2405.119,1855.197,3982.203,3155.734000000001,3685.14,2176.3230000000003,3889.149,2341.355,979.5080000000002,4781.479999999999,4334.898,2517.41,2654.0380000000005,3687.136
