nodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158
32,1332.4680000000003,1388.0969999999998,967.0590000000004,1330.877,720.6760000000002,1004.1450000000004,833.3400000000001,1327.5269999999998,929.028,1673.7470000000003,1143.989,1556.5799999999997,1265.7949999999998,1100.9610000000002,1237.2639999999997,1123.776,1066.038,470.573,2844.073999999999,2908.1379999999995,1030.6990000000003,84.86500000000001,2125.566999999999,1346.462,1817.5199999999995,740.468,928.1280000000002,472.555,615.6690000000001,367.329,517.061,,1412.4889999999998,2147.7890000000007,1089.919,1828.961,1203.501,9479.222,940.581,849.5849999999998,2318.597,2737.6760000000017,2028.048,1560.3380000000002,1653.6680000000008,3401.7490000000007,885.1769999999999,2064.1650000000004,1644.9459999999997,5162.755,429.506,1162.6469999999997,1315.499999999999,1084.763,1126.322,711.7700000000001,1943.6809999999991,1036.604,1244.6989999999998,1367.74,1268.1939999999995,836.8599999999999,624.9340000000001,590.3710000000001,1493.8379999999995,910.867,897.9080000000002,2283.019,3264.740999999999,862.8580000000001,1597.6189999999992,1999.354,883.8620000000001,1133.758,4135.174000000001,2693.9590000000007,2247.3770000000004,759.4890000000001,624.9340000000001,1389.5159999999996,2419.851,1063.6800000000003,1247.729999999999,1949.973,598.604,650.6410000000002,950.778,2914.263,983.431,1420.8960000000006,445.006,617.2729999999999,47.685,1017.584,1198.99,2980.572,2976.5619999999994,2739.518,1475.553,198.367,1321.662999999999,1247.071,2730.097,1532.8989999999992,1456.131,1556.58,1786.7819999999992,799.7699999999999,388.596,103.274,1365.4679999999998,2242.331,909.613,986.722,1723.7430000000004,866.7899999999998,986.886,146.89100000000002,862.0529999999999,474.86300000000006,4437.0,233.371,843.352,349.812,1802.012,2792.6940000000004,1588.318999999999,1989.851,2064.995,1107.397,597.588,1694.9439999999995,2016.7409999999995,2125.5670000000005,1374.9559999999997,722.8050000000001,307.68600000000004,121.438,387.909,1512.619,759.4890000000001,2362.543,2755.914,986.886,1248.852,1009.557,925.29,687.203,436.528,2976.5619999999994,1327.5269999999998,865.3869999999998,2689.2470000000008,241.928,123.763,332.028,433.105,781.778
33,1960.574,685.9949999999999,1270.868,235.51500000000004,1609.669,841.065,579.149,233.52000000000004,1232.837,1362.812,1365.283,468.86,202.34500000000003,590.6100000000001,439.198,2536.265,2478.527,835.374,3147.883,3211.947,1061.214,1497.3539999999998,1503.694,1179.835,1957.067,2152.957,971.757,833.392,956.924,1164.446,1186.378,1412.4889999999998,,1715.928,2502.407999999999,2137.321000000001,1036.094,9787.582,679.35,824.668,2626.957000000001,3046.036000000002,2336.408,1732.545,1962.0280000000007,3710.1090000000017,1188.986,1735.1080000000002,942.844,5178.639000000001,1841.995,1466.4559999999997,1536.794,1096.223,286.16700000000003,873.8510000000001,2083.228,869.977,1548.5079999999998,910.436,566.092,575.629,1489.415,1059.777,118.365,1445.3630000000005,1335.1060000000002,2591.3790000000013,4276.023,2275.347,1737.1660000000002,2307.714000000001,1165.2409999999998,1442.1180000000002,4443.534000000001,2072.086,1625.5039999999997,1523.035,1489.415,294.154,2315.618999999999,1372.0400000000006,1469.024,2258.3330000000005,1005.008,1054.842,1203.975,3218.072,1287.2399999999998,1729.256000000001,976.501,813.2780000000001,1366.7539999999997,1321.3929999999998,1507.3500000000006,3284.381,3280.371,3043.327,63.064,1610.8559999999998,1376.5939999999998,773.955,3033.906,1754.193,368.164,468.86,2119.411,1563.316000000001,1023.893,1515.763,277.501,2546.140000000001,1213.4219999999998,1295.0820000000006,2032.1030000000007,1170.599,1290.695,1559.38,1165.862,1006.358,1416.9259999999997,1179.118,976.4079999999998,1762.3009999999997,1977.9030000000005,3096.503,1719.6500000000003,1367.9779999999998,1443.1219999999998,2519.886,726.356,1753.4519999999998,1556.9080000000004,1503.6939999999995,1678.7649999999996,1607.54,1104.803,1291.051,1800.3979999999997,1820.9790000000005,1523.035,2529.656,3059.722999999999,1290.695,1552.6609999999998,2422.0460000000003,1206.669,1776.93,1849.017,3280.371,233.52,1169.196,2997.6070000000013,1285.965,1293.376,1744.5169999999998,1845.594,1385.3100000000002
34,3092.527,1560.2600000000004,2410.873,1611.9400000000005,2766.051,1715.1830000000002,1719.1540000000002,1608.5900000000004,2372.842,1068.9549999999997,2291.126,1656.7910000000004,1513.5830000000003,1147.2029999999995,1315.23,2883.835,2826.097,1975.379,3823.9430000000016,3570.606000000001,2030.622,2152.0880000000006,1821.275,794.1949999999998,2519.2480000000005,2500.527,2049.304,1973.397,2096.929,2515.1180000000004,2664.85,2147.7890000000007,1715.928,,2849.9779999999982,3277.326,1875.7810000000004,10927.587,1628.638,1882.047,3766.962,4186.040999999999,3476.412999999999,906.778,3102.032999999998,4850.114000000001,2328.9909999999995,522.3520000000001,1513.6490000000003,3837.246,2189.564999999999,2484.599,2462.784,1970.488,1458.713,2013.856,2655.629000000001,845.951,2431.4680000000003,1750.123,1440.2100000000005,1715.634,2835.86,1292.184,1797.2769999999998,3195.0360000000005,2475.111,3731.384000000001,5024.799999999998,2622.916999999999,2407.876000000001,3447.718999999999,1497.509,2582.122999999999,5583.539000000002,2389.6669999999995,1943.085,3043.658,2835.86,1670.579,2633.199999999999,2512.045,2395.0140000000006,3398.338,2145.013,2194.8470000000007,1536.2430000000002,4013.849000000002,2427.245,2869.260999999999,2116.506,1953.283,2195.474,2461.398,2647.355,3575.356999999999,3571.346999999999,3696.3310000000015,1778.992,1949.422,2353.5730000000003,1283.5870000000002,3686.9100000000026,2498.164000000001,1590.9380000000003,1656.7910000000002,2436.992,3083.9390000000008,2536.385,2063.309,1516.223,3686.145000000001,2353.426999999999,2435.087,3172.108,2310.604,2430.7,2003.059,2305.867,2146.363,2152.226,2381.16,1333.6880000000003,2261.408999999999,1152.1360000000004,3667.231999999999,2362.856000000001,1685.5590000000002,1760.7030000000002,2867.456,1866.361,2071.0330000000004,1874.4890000000005,1821.275,2818.770000000001,2734.025,2455.475,2269.227,2147.968,2960.9839999999995,3043.658,1188.263,3712.7270000000017,2430.7,2439.7970000000005,2769.616,1538.937,2447.262,2196.586999999999,3571.346999999999,1608.59,2309.201,4137.612000000001,2389.717,2271.552,2083.083,2193.164,2929.566999999999
35,948.0360000000002,2478.0159999999987,2056.978,2420.796,875.2360000000001,2094.064,1923.259,2417.445999999999,2018.9470000000003,2375.936,2233.908,2240.706,2355.713999999999,1803.1500000000003,1970.692,142.441,999.662,1560.492,3933.9929999999977,3998.056999999998,2120.618,969.889,3215.485999999998,2048.651,2907.4389999999985,732.968,2018.0470000000005,1562.4740000000004,1705.588,1457.2480000000005,1209.132,1089.919,2502.407999999999,2849.9779999999982,,1603.5119999999995,2293.42,9877.46,2030.4999999999995,1939.504,2853.994000000001,2425.5840000000007,2019.006,2262.527,2447.921,3073.246,1975.0959999999995,2766.354,2179.882,5864.944000000001,677.429,2252.565999999999,2405.4189999999985,2174.682,2216.2409999999995,1801.689,3033.6,1738.793,2334.617999999999,2457.659,2358.113,1926.7789999999995,1007.178,1292.56,2583.757,1366.354,1438.976,2936.1050000000014,2186.293,353.482,2687.538,2464.333999999999,1586.051,1637.8259999999996,3823.082,3783.878000000001,3337.2960000000007,1039.9019999999998,1007.178,2479.4349999999995,3509.7700000000004,2153.599,2337.648999999999,2038.938999999999,1423.68,1370.1120000000003,1652.967,4004.1819999999993,2073.349999999999,2616.2200000000003,1534.9249999999995,1707.1919999999996,1137.6039999999998,2107.502999999999,2141.619999999999,4070.490999999999,4066.480999999999,3829.436999999999,2565.472,900.5559999999998,2411.5819999999994,1949.26,3820.015999999999,2622.817999999999,2174.853,2240.7060000000006,2876.701,1255.2570000000007,1478.5149999999996,1014.4429999999998,2455.387,3332.25,1999.5319999999992,2076.641,1610.5089999999998,1956.709,2076.804999999999,954.1929999999998,1951.9719999999995,1564.7819999999997,1094.3559999999998,1323.2899999999995,1545.541,743.4749999999999,2504.201,3882.613,2678.238,3079.7700000000004,3154.9140000000007,290.933,1687.5069999999998,2784.863,3106.6600000000003,3215.486000000001,2464.875,873.1069999999997,1397.6049999999998,1211.3569999999995,752.9039999999999,1739.825999999999,1039.9019999999998,3064.732,3845.8329999999983,2076.804999999999,2338.771,388.773,1627.479,618.5799999999998,678.653,4066.480999999999,2417.4459999999995,1955.306,1889.1120000000003,1331.8469999999998,1213.6819999999998,934.0509999999998,681.028,1310.206
36,821.5510000000002,2112.9290000000005,1401.7859999999998,2055.7090000000003,1201.504,1654.6940000000002,1558.172,2052.3590000000004,1314.3199999999997,2753.948,1658.7220000000002,2281.4120000000003,1990.627,2130.1230000000005,1962.096,1745.9529999999995,2044.271,1418.54,3295.7510000000007,3364.1980000000017,1545.4320000000002,1913.826,2640.3,2891.927,2222.622,1630.5679999999998,1442.861,1420.522,1207.271,1419.216,1202.303,1828.961,2137.321000000001,3277.326,1603.5119999999995,,1831.701,7944.568000000002,1665.4130000000002,1505.4639999999995,867.7680000000001,939.9309999999998,426.414,2992.8369999999995,1067.2310000000002,1588.8459999999995,1176.124,3296.5059999999994,2369.778,6595.254000000002,1407.7389999999998,1597.3739999999998,1748.832,1599.496,1851.154,1659.7370000000003,2348.783,2431.374999999999,1679.426,1995.94,2002.677,1561.6920000000002,1081.25,2022.87,2218.67,722.074,832.331,870.854,3102.6890000000003,1348.448,2112.352,884.0380000000001,2316.361,768.5670000000002,2337.428999999999,3208.6920000000005,2762.11,944.6219999999998,1081.25,2114.3480000000004,2824.9530000000004,1170.2850000000003,1762.4629999999995,444.9030000000001,1209.0900000000004,1205.9660000000003,2383.277,3365.940000000001,1418.158,1235.5300000000002,1392.9730000000004,1342.1050000000002,1783.226,1452.311,821.1499999999999,3436.632000000001,3432.6220000000008,3191.1950000000006,2200.385,1630.8659999999998,1836.396,2297.522,3181.774000000001,2007.483,2180.963,2281.411999999999,2191.884,1073.3349999999998,1440.3650000000005,1932.2350000000004,2090.3,2346.843,1204.813,1093.3270000000002,93.441,1157.306,1348.1260000000004,1975.8520000000003,1243.141,1422.8300000000004,1833.398,1595.5900000000004,2275.850999999999,1473.785,3234.511,3244.371000000001,2103.052,2504.584,2579.728,1280.4300000000003,1459.7900000000002,2209.677000000001,2531.474000000001,2640.3,1630.867,1199.375,1521.2750000000003,1707.5230000000004,1483.214,412.752,944.6219999999998,3795.042,3207.591,1348.1260000000004,1683.579,1378.2700000000002,2357.789,1133.026,1408.963,3432.6220000000008,2052.3590000000004,1300.114,1201.6460000000002,1702.4370000000004,1709.8480000000004,1664.361,1411.3379999999995,989.764
37,1760.9689999999994,524.3739999999999,900.127,954.4820000000002,1400.681,370.6880000000001,605.549,951.132,862.0959999999999,951.62,679.94,1180.185,889.4000000000001,796.3409999999999,628.3140000000001,2327.277,2269.539,718.154,2526.873000000001,2319.289,419.4359999999999,1288.366,981.0139999999998,1089.5990000000002,1219.999,1943.9690000000005,438.118,720.136,812.169,955.458,977.39,1203.501,1036.094,1875.7810000000004,2293.42,1831.701,,9481.962,565.789,383.584,2321.337,2740.416000000001,2030.788,1926.829,1656.4080000000008,3404.4890000000005,818.245,1894.961,986.086,5338.492,1633.0069999999998,873.2659999999998,851.4510000000001,359.15500000000003,749.9269999999999,769.619,1346.16,1064.261,820.1349999999999,193.612,521.9259999999999,609.069,1280.427,1280.6909999999998,1117.443,1245.7580000000005,1135.5010000000004,2285.759,4067.035,2066.3589999999995,1000.098,2002.0940000000005,1531.804,1264.604,4137.914000000001,1549.4060000000002,1102.8240000000003,1314.047,1280.427,1013.121,1792.9390000000003,1066.4200000000003,783.6810000000002,1952.713,796.0199999999999,845.8539999999999,1570.5380000000002,2606.0710000000004,916.499,1423.6360000000006,767.5129999999999,604.2900000000001,1157.7659999999996,950.652,1201.7300000000002,2321.0689999999995,2317.059,2288.553000000001,1099.158,1401.8679999999997,639.5260000000001,913.8299999999998,2279.132000000001,1090.386,1079.736,1180.1850000000002,1189.2610000000002,1354.3280000000009,814.905,1306.775,989.073,2175.398999999999,842.681,989.462,1726.4830000000004,799.858,919.954,1350.3919999999998,795.121,797.3699999999999,1207.9379999999996,970.13,1367.9830000000002,1553.3129999999994,2172.187,2341.729000000001,814.871,845.2980000000002,920.442,2310.898,622.1239999999999,706.5120000000001,1034.2279999999998,981.0140000000002,1308.024,1398.552,895.815,1082.063,1591.4099999999996,1515.3590000000002,1314.047,2689.509,2304.949,919.954,828.4639999999998,2213.058,1573.2320000000002,1567.942,1640.0289999999998,2317.059,951.132,798.4549999999999,2691.9870000000005,1076.977,1084.388,1535.5289999999998,1636.6059999999998,1176.322
38,8678.858999999999,9763.19,9052.047,9705.97,9058.812,9304.954999999998,9208.433,9702.62,8924.793,10404.208999999995,9308.982999999998,9931.673,9640.888,9780.383999999998,9612.357,10019.901,10709.562,9068.801,9993.083,10066.195,9195.693,9564.087,10290.560999999998,10542.187999999998,10064.408,9487.875999999998,9093.122,9070.783,8857.532,9069.477,9059.611,9479.222,9787.582,10927.587,9877.46,7944.568000000002,9481.962,,9315.674,9155.725,7415.288000000002,7490.247999999999,7549.526000000004,11039.559999999998,8452.374,7906.217000000001,8826.384999999998,10946.767000000003,10020.039,14641.976999999995,9265.047,9247.635000000002,9399.093,9249.757000000003,9501.415,9309.998000000003,9896.151999999998,10081.636000000002,9329.687000000002,9646.201,9652.938,9211.953,8938.557999999997,10069.592999999992,9868.930999999997,8579.382,8689.639,7519.279000000001,11030.378999999995,9205.756000000005,9879.948,8177.515000000004,10363.083999999992,8418.828,7153.016999999998,10858.952999999998,10412.370999999996,8801.929999999998,8938.557999999997,9764.609,10312.265000000005,8774.612000000005,9412.724,7619.563000000005,8859.351000000004,8856.227000000003,10429.999999999996,10063.272000000006,9068.419000000002,8699.704,9043.234,8992.365999999998,9433.486999999996,9000.210000000001,8417.886000000004,10138.629000000004,10134.619000000002,9888.527000000006,9850.646,9677.588999999996,9486.657,9947.783,9879.106000000003,9822.075,9831.224000000002,9931.673,9997.42,8930.642999999996,9090.626,9582.495999999994,9740.561,9038.346000000003,8855.073999999999,8697.654000000004,7939.721000000003,8807.567,8936.173999999999,9626.112999999996,8893.401999999998,9073.091,9483.658999999996,9245.851,10322.573999999997,9331.093,11281.233999999997,9941.703000000009,9753.313,10154.845,10229.988999999998,9554.377999999995,9110.050999999998,9859.938,10181.735,10290.560999999998,9072.921000000004,9056.682999999995,9171.536,9357.783999999998,9340.522,8154.866000000002,8801.929999999998,11841.764999999994,9904.923000000006,8936.173999999999,9333.840000000002,9652.217999999995,10404.511999999992,8990.334,9266.271000000002,10134.619000000002,9702.62,8950.375,8583.922,9352.697999999997,9360.109,9811.249999999996,9268.646,8847.071999999996
39,1488.666,447.516,798.96,597.738,1137.761,195.101,107.241,594.3879999999999,760.9290000000001,1124.333,893.375,823.441,532.656,507.266,339.239,2064.357,2006.619,363.466,2675.9749999999995,2740.039,589.3059999999999,1025.446,1265.215,1092.545,1566.9060000000002,1681.049,499.8490000000001,361.484,485.016,692.538,714.47,940.581,679.35,1628.638,2030.4999999999995,1665.4130000000002,565.789,9315.674,,352.75999999999993,2155.0489999999995,2574.128000000001,1864.5,1645.108,1490.1200000000003,3238.2010000000005,717.078,1647.6710000000005,704.3649999999999,5091.349,1370.0870000000004,994.548,1064.886,643.3699999999998,393.183,401.943,1693.067,782.54,1076.6,544.918,327.613,103.721,1017.507,998.9699999999998,760.6990000000001,973.4550000000004,863.1980000000002,2119.4709999999995,3804.115,1803.4390000000003,1347.005,1835.8060000000005,1250.083,970.21,3971.626,1833.6069999999995,1387.0249999999992,1051.1270000000002,1017.507,656.3770000000001,2077.1399999999994,900.1320000000001,997.116,1786.4250000000002,533.1,582.9340000000002,1288.817,2746.164,815.332,1257.3480000000002,504.5930000000001,341.37,894.8460000000002,849.485,1035.442,2812.473,2808.463,2571.4190000000003,742.4140000000001,1138.9480000000003,923.741,632.1089999999999,2561.9980000000005,1282.285,722.9920000000002,823.4410000000001,1536.168,1091.408,551.9850000000001,1043.8550000000005,632.3290000000001,2074.231999999999,741.514,823.1740000000001,1560.1950000000004,698.6909999999999,818.7869999999999,1087.4720000000002,693.954,534.45,945.0180000000004,707.2100000000002,1086.262,1290.393,1890.4660000000003,2624.5950000000003,1337.705,1129.4989999999996,1204.6429999999996,2047.978,254.448,1297.022,1318.429,1265.2149999999992,1206.857,1135.632,632.8950000000002,819.1430000000001,1328.4900000000002,1349.071,1051.1270000000002,2442.2190000000005,2587.815,818.7869999999999,1080.7530000000002,1950.138,1291.511,1305.0220000000002,1377.1090000000004,2808.463,594.388,697.2879999999999,2525.6990000000005,814.0570000000001,821.4680000000002,1272.6090000000004,1373.6860000000004,913.402
40,1323.387,603.8169999999999,573.89,743.0559999999999,1046.765,243.29400000000004,245.519,739.7059999999999,535.859,1305.831,571.0319999999999,968.759,677.9739999999999,768.0289999999999,600.002,1973.361,1915.623,364.238,2450.905,2282.1210000000005,267.923,934.45,1231.9029999999998,1443.81,1182.831,1590.053,178.466,366.2199999999999,374.587,601.542,623.474,849.5849999999998,824.668,1882.047,1939.504,1505.4639999999995,383.584,9155.725,352.75999999999993,,1995.1,2414.179000000001,1704.5510000000002,1898.5170000000005,1330.1710000000005,3078.252,492.0080000000001,1901.08,957.774,5344.611000000001,1279.091,769.4780000000002,742.5430000000002,321.987,538.501,409.58900000000006,1308.9919999999995,1035.949,711.227,547.823,441.69,249.039,926.511,1439.956,906.017,808.176,697.919,1959.522,3713.118999999999,1712.4429999999998,962.93,1675.8570000000002,1733.447,938.3670000000002,3811.677,1800.2949999999994,1353.7129999999993,960.131,926.511,801.695,1785.1619999999996,740.1830000000002,674.7730000000003,1626.476,442.104,491.938,1542.2260000000003,2521.094,590.2620000000001,1097.3990000000003,413.597,250.374,803.85,624.4150000000001,875.4929999999999,2283.9009999999994,2279.890999999999,2251.385,887.7320000000001,1047.952,602.3580000000001,885.5179999999999,2241.9640000000004,959.942,868.3100000000002,968.759,1152.093,1000.4119999999996,460.989,952.8590000000002,777.647,1849.162,516.4440000000001,663.2250000000001,1400.2460000000003,473.6210000000001,593.717,996.476,468.88400000000007,443.454,854.022,616.2139999999999,1339.6710000000005,1199.3969999999997,2143.8749999999995,2304.5610000000006,953.63,1096.187,1171.3309999999997,1956.982,262.094,975.639,1285.1170000000002,1231.902999999999,981.787,1044.636,541.899,728.1469999999999,1237.494,1189.122,960.131,2695.628,2267.7809999999995,593.717,719.5559999999999,1859.142,1774.8750000000002,1214.026,1286.113,2279.890999999999,739.706,472.2180000000001,2365.75,723.0609999999999,730.472,1181.613,1282.69,822.4059999999997
41,1572.4750000000004,2602.5650000000005,1788.292,2545.3450000000003,1952.428,2144.3299999999995,2047.808,2541.995,1669.619,3243.5840000000007,2148.358,2771.0480000000007,2480.263,2619.759000000001,2451.732,2996.435000000001,2795.195,1908.176,3274.4320000000016,3342.879000000002,2035.068,2403.462,3129.936,3381.563,2516.409000000001,2381.492,1932.497,1910.158,1696.9069999999997,1908.852,1953.227,2318.597,2626.957000000001,3766.962,2853.994000000001,867.7680000000001,2321.337,7415.288000000002,2155.0489999999995,1995.1,,830.0179999999998,438.846,3878.935,1245.273,1773.0859999999996,1665.5570000000007,3786.142,2859.4140000000007,7481.352000000002,2158.662999999999,1891.1610000000005,2042.6190000000008,2089.132,2340.79,2149.373,3172.8360000000007,2921.0109999999995,1973.2130000000004,2485.576,2492.312999999999,2051.328,1832.174,2908.9679999999994,2708.306,1472.998,1583.255,163.41299999999998,4006.913,2099.372,2413.9930000000004,862.719,3202.458999999999,1258.2029999999995,2227.515999999999,3698.328000000001,3251.7460000000005,1695.5459999999998,1832.174,2603.984,3588.949000000001,1512.2310000000004,2111.6850000000004,464.839,1698.726,1695.602,3269.374999999998,3344.6210000000005,1752.9290000000003,1492.6030000000003,1882.609,1831.741,2272.862,1718.7760000000003,1194.1660000000002,3415.313000000001,3411.3030000000003,3169.876,2690.021,2516.9639999999995,2326.032,2787.158000000001,3160.4550000000004,2301.2700000000004,2670.599,2771.047999999999,2485.6710000000003,1824.259000000001,1930.001,2421.871,2579.936,2325.524,1636.8680000000006,1442.4800000000005,862.9209999999999,1684.375000000001,1654.7400000000007,2465.4879999999994,1680.5610000000008,1912.466,2323.034,2085.226,3161.9489999999987,2224.7089999999994,4120.609000000001,3223.0520000000006,2441.4970000000008,2994.2200000000003,3069.3640000000005,2530.9120000000007,1949.426,2699.313000000001,3021.110000000001,3129.9360000000006,1901.724,1950.299,2010.911,2197.159,2234.137999999999,1048.482,1695.5459999999998,4681.14,3186.2719999999995,1654.7400000000007,1977.3660000000004,2628.7520000000004,3243.886999999999,1883.95,2159.887,3411.3030000000003,2541.995,1725.6960000000006,1471.1949999999997,2192.0729999999994,2199.4839999999995,2650.625,2162.262,1740.688
42,1745.4240000000004,3021.6440000000016,2310.5010000000007,2964.424000000002,2125.3770000000004,2563.409000000001,2466.8870000000006,2961.074000000002,2223.0350000000008,3662.663000000001,2567.4370000000013,3190.1270000000013,2899.342000000002,3038.8380000000016,2870.811000000001,2568.025000000001,3257.686,2327.255000000001,3887.558000000002,3956.005000000003,2454.147000000001,2822.541000000001,3549.0150000000003,3800.6420000000007,3131.3370000000014,2554.4410000000003,2351.576000000001,2329.2370000000005,2115.9860000000003,2327.9310000000005,2126.1760000000004,2737.6760000000017,3046.036000000002,4186.040999999999,2425.5840000000007,939.9309999999998,2740.416000000001,7490.247999999999,2574.128000000001,2414.179000000001,830.0179999999998,,942.3760000000002,3916.710000000001,1858.399,968.8220000000002,2084.8390000000004,4205.2210000000005,3278.493000000001,7519.127000000002,2331.612,2506.0890000000004,2657.5470000000005,2508.211,2759.869,2568.452,3257.4980000000005,3340.09,2588.1410000000005,2904.6550000000007,2911.3920000000007,2470.407,2005.1230000000005,2946.743,3127.385,1645.947,1756.2040000000002,912.129,3578.502999999999,2508.072,3021.067000000001,1475.845,3240.2339999999995,1677.2820000000002,1430.3909999999996,4117.407000000002,3670.825000000001,1868.495,2005.1230000000005,3023.063,4202.075,2079.0,2671.1780000000003,1012.4130000000002,2117.8050000000003,2114.6810000000005,3307.149999999999,3957.7470000000008,2326.8730000000005,2105.729,2301.688,2250.82,2691.941,2361.0260000000003,1717.5530000000006,4028.439,4024.428999999999,3783.002,3109.1,2554.739,2745.111000000001,3206.237000000001,3773.5810000000006,2916.1980000000003,3089.678,3190.126999999999,3100.599,1997.208000000001,2349.08,2840.95,2999.015,2938.65,2113.528,2002.0420000000004,1033.438,2066.021,2267.866,2884.567,2151.856,2331.545,2742.113,2504.305,3199.724,2397.658,4158.384000000002,3836.178000000001,3011.767000000001,3413.299000000001,3488.443000000001,2102.502,2368.505,3118.392000000001,3440.1890000000017,3549.015000000001,2514.849999999999,2123.2480000000005,2429.99,2616.238,2407.0869999999995,1413.32,1868.495,4718.915000000001,3799.398,2267.866,2592.294000000001,2200.342,3281.662,2056.899,2332.836,4024.428999999999,2961.074,2208.8290000000006,1042.785,2611.152,2618.563,2588.2340000000004,2335.211,1913.637
43,1227.685,2312.016,1600.8729999999998,2254.796,1607.6379999999997,1853.781,1757.2589999999998,2251.4459999999995,1469.323,2953.034999999999,1857.809,2480.499,2189.714,2329.21,2161.183,2161.447,2450.404999999999,1617.6269999999995,3147.9790000000003,3216.4260000000013,1744.519,2112.913,2839.386999999999,3091.0139999999988,2421.7089999999994,2036.7019999999995,1641.9479999999996,1619.6089999999997,1406.3579999999995,1618.3029999999997,1608.4369999999997,2028.048,2336.408,3476.412999999999,2019.006,426.414,2030.788,7549.526000000004,1864.5,1704.5510000000002,438.846,942.3760000000002,,3588.3860000000004,1118.8200000000002,1830.4839999999992,1375.211,3495.593,2568.8650000000007,7190.803000000002,1813.873,1796.4609999999998,1947.919,1798.583,2050.241,1858.8240000000003,2547.87,2630.4619999999995,1878.513,2195.026999999999,2201.763999999999,1760.7790000000002,1487.3840000000005,2618.419,2417.757,1128.2080000000003,1238.4650000000004,441.932,3491.418999999999,1754.582,2311.4390000000003,736.266,2911.91,967.654,2339.873999999999,3407.779,2961.197,1350.756,1487.3840000000005,2313.435,3462.496000000002,1319.1419999999998,1961.55,190.614,1408.1770000000004,1405.0530000000003,2978.826,3218.168000000001,1617.245,1366.1500000000003,1592.0600000000004,1541.1920000000002,1982.313,1544.7400000000002,962.4159999999996,3288.860000000001,3284.850000000001,3043.4230000000007,2399.472,2226.415,2035.483,2496.609000000001,3034.002000000001,2206.57,2380.05,2480.498999999999,2390.9709999999995,1479.4690000000012,1639.4520000000005,2131.322,2289.387,2199.071000000001,1403.9,1242.1839999999995,421.56700000000006,1356.393,1480.7040000000004,2174.939,1442.228,1621.9170000000004,2032.485,1794.6770000000004,2871.399999999999,1879.9190000000003,3830.06,3096.599000000001,2302.1390000000006,2703.671,2778.815,1695.9240000000002,1658.8770000000002,2408.7640000000006,2730.561000000001,2839.387,1775.2710000000002,1605.5090000000005,1720.3620000000003,1906.6100000000004,1889.348,703.692,1350.756,4390.591,3059.819,1480.7040000000004,1882.666,1793.7640000000004,2953.338,1539.1600000000003,1815.097,3284.850000000001,2251.446,1499.201,1443.284,1901.5240000000003,1908.9350000000004,2360.076,1817.472,1395.8980000000004
