nodo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
1,,25.81576,21.45916,25.052826666666668,7.173733333333331,19.70596,18.419,25.00816,20.292946666666666,34.91313333333335,21.173199999999994,28.0622,24.185066666666668,27.275986666666675,23.80465333333333,14.539693333333338,20.753466666666668,14.83933333333334,46.48602666666667,47.34021333333333,19.66266666666666,16.165840000000003,34.26090666666667,30.549333333333337,32.40364,15.237426666666671,18.29505333333333,14.865760000000003,13.173213333333331,14.355759999999997,11.38088,17.766240000000003,26.140986666666667,41.233693333333335,12.640480000000002,10.954013333333336,23.47958666666666,115.71811999999998,19.84888,17.64516,20.96633333333334,23.272320000000004,16.369133333333334,33.40101333333334,19.697040000000005,31.92452,18.450333333333333,40.11870666666666,29.24041333333333,81.43324000000001,12.26637333333334,24.067,26.08644,20.38352,22.325426666666665,18.05529333333333,34.08578666666667,26.41789333333334,25.161026666666668,25.66944,24.21705333333333,18.46593333333333,7.8590399999999985,20.46812000000001,27.22564,6.86948,8.339573333333334,21.00748,34.57115999999999,10.261933333333332,27.2216,21.00006666666667,24.381333333333338,9.784453333333332,41.90562666666667,41.839466666666674,35.885040000000004,7.5222,7.8590399999999985,25.83468
2,25.81576,,18.60170666666665,8.05844,21.137026666666664,5.827999999999999,7.39676,8.013773333333331,18.094626666666656,11.347893333333332,15.665879999999994,11.040693333333335,7.19068,5.949893333333334,3.709533333333333,33.49163999999999,32.7218,10.813093333333333,37.063,36.55073333333334,12.192493333333328,19.63949333333333,13.22632,13.187613333333328,19.638013333333337,28.380866666666662,12.44158666666666,10.786666666666669,12.43376,15.20072,15.493146666666668,18.50796,9.1466,20.803466666666672,33.04021333333332,28.172386666666675,6.991653333333332,130.17586666666668,5.966880000000001,8.050893333333333,34.70086666666668,40.28858666666669,30.826880000000003,21.02306666666667,25.83514666666668,49.14289333333336,17.509946666666657,21.057240000000004,8.479826666666666,66.97294666666667,24.234706666666668,18.24356,17.95269333333333,11.38874666666666,5.331039999999999,11.32612,21.32016,9.52216,17.53514666666666,5.316213333333334,2.2910266666666663,7.349826666666666,19.53364,12.407893333333334,10.231253333333331,18.946280000000005,17.47618666666667,34.22649333333334,56.68841333333334,30.01273333333333,16.706,30.44429333333333,15.756066666666666,18.90301333333333,58.921893333333344,20.804880000000004,14.850453333333334,19.981906666666667,19.53364,8.840293333333333
3,21.45916,18.60170666666665,,15.856746666666668,15.523186666666668,10.05,9.22292,15.81208,2.317773333333333,24.298320000000007,4.714640000000001,18.86612,14.988986666666666,16.84893333333333,14.60857333333333,27.877800000000008,27.10796,7.421840000000002,25.540786666666666,26.394973333333343,4.843040000000001,14.025653333333336,20.11737333333333,26.13804,11.4584,22.76702666666668,4.645386666666667,7.448266666666668,6.531533333333334,9.586880000000004,9.87930666666667,12.894120000000006,16.944906666666665,32.14497333333333,27.42637333333333,18.69048,12.001693333333332,120.69396,10.6528,7.651866666666667,23.84389333333333,30.806680000000007,21.34497333333333,33.69862666666667,12.861813333333332,39.66098666666665,3.26532,32.40070666666668,20.04433333333333,81.73085333333334,18.620866666666675,3.12176,5.1412,5.759693333333335,13.129346666666668,10.637800000000004,13.140546666666667,20.865626666666667,4.215786666666667,14.191546666666664,14.281373333333336,9.269853333333334,13.9198,20.765733333333337,18.02956,12.313986666666668,10.843893333333332,23.36952,56.28577333333333,24.398893333333334,10.092853333333329,18.11258666666667,24.678946666666672,11.129186666666667,49.439986666666655,27.01149333333333,21.741506666666663,14.564813333333335,13.9198,16.638599999999997
4,25.052826666666668,8.05844,15.856746666666668,,20.37409333333333,10.12604,6.633826666666667,0.8779999999999999,15.349666666666662,17.08266666666667,17.11561333333333,4.861666666666666,1.3114266666666667,6.488293333333334,4.767813333333334,32.72870666666666,31.958866666666665,10.05016,40.88361333333334,41.7378,13.06136,18.87656,18.961093333333327,14.34462666666667,25.00606666666668,27.61793333333333,11.8686,10.023733333333332,11.670826666666663,14.437786666666668,14.730213333333332,17.745026666666664,3.1402000000000005,21.49253333333334,32.27728,27.40945333333334,12.726426666666669,129.4129333333333,7.96984,9.907413333333333,33.93793333333333,39.52565333333336,30.063946666666663,21.71409333333333,25.072213333333345,48.37996000000002,14.764986666666664,21.74826666666667,10.918693333333332,67.66201333333333,23.47177333333333,18.464586666666666,19.40242666666666,13.528146666666666,2.7274000000000003,10.563186666666669,26.688213333333334,10.213186666666669,19.558613333333327,11.050986666666669,6.459733333333333,6.586893333333333,18.77070666666667,12.743853333333334,4.224853333333334,18.183346666666672,16.713253333333338,33.46356,55.92548,29.2498,22.07405333333333,29.68136,14.150039999999995,18.14008,58.15896000000002,26.539653333333334,20.58522666666666,19.21897333333333,18.77070666666667,0.7818533333333334
5,7.173733333333331,21.137026666666664,15.523186666666668,20.37409333333333,,16.017666666666667,13.740266666666669,20.329426666666667,15.016106666666667,30.560120000000005,17.882253333333335,23.383466666666667,19.50633333333333,21.36628,19.12592,12.94968,16.400453333333335,8.903373333333334,40.55005333333334,41.40424,16.371719999999996,7.333133333333333,30.969960000000004,26.196320000000004,26.86266666666668,10.884413333333333,15.004106666666669,8.9298,9.735826666666668,7.640306666666666,5.64388,9.609013333333335,21.462253333333333,36.88068,11.669813333333336,16.020053333333333,18.67574666666667,120.78416,15.170146666666666,13.956866666666668,26.032373333333336,28.338360000000005,21.435173333333328,29.048000000000005,22.607746666666664,36.99056,13.333240000000002,35.76569333333334,24.56168,77.08022666666668,7.913360000000001,18.131026666666664,20.169066666666662,17.092573333333334,17.64669333333333,12.119333333333335,28.544813333333344,22.06488,19.22505333333333,20.8656,19.53832,13.7872,1.6033866666666667,16.115106666666666,22.546906666666665,6.3924,7.360693333333334,26.07352,36.98812,7.18088,23.93065333333333,26.066106666666663,20.02832,11.92316,46.97166666666666,38.54852000000001,32.59409333333333,4.3740266666666665,1.6033866666666667,21.15594666666666
6,19.70596,5.827999999999999,10.05,10.12604,16.017666666666667,,4.031226666666666,10.081373333333334,9.54292,14.852226666666672,10.726333333333333,13.135413333333336,9.25828,8.017493333333334,5.7771333333333335,28.372280000000003,27.602440000000005,6.522880000000001,35.07686666666667,32.58432,6.500720000000001,14.520133333333336,16.84603999999999,16.691946666666666,17.927120000000006,23.26150666666668,5.307960000000001,6.496453333333333,7.055293333333334,10.081360000000004,10.37378666666667,13.388600000000006,11.2142,22.86910666666667,27.92085333333333,22.062586666666668,4.942506666666668,124.06606666666664,2.6013466666666667,3.2439200000000006,28.59106666666666,34.17878666666668,24.71708,23.090666666666667,19.72534666666667,43.03309333333334,8.95824,23.12484000000001,10.547426666666665,69.04054666666669,19.11534666666667,12.65784,13.01314666666667,6.4492,7.39864,7.035906666666668,19.609266666666667,11.58976,12.5956,4.664226666666668,3.666306666666667,3.9842933333333335,14.414279999999998,14.47549333333333,12.298853333333334,12.836480000000003,11.366386666666669,28.116693333333327,51.569053333333336,24.893373333333333,14.995106666666668,24.33449333333333,17.823666666666668,12.793213333333334,52.81209333333334,24.424599999999987,18.470173333333324,14.862546666666674,14.414279999999998,10.907893333333334
7,18.419,7.39676,9.22292,6.633826666666667,13.740266666666669,4.031226666666666,,6.589160000000001,8.71584,16.420986666666668,10.481786666666665,9.643200000000002,5.766066666666666,7.626013333333334,5.385653333333333,26.09488,25.32504,3.4163333333333337,34.249786666666665,35.10397333333333,6.427533333333333,12.242733333333335,18.299413333333327,15.774146666666672,19.462200000000003,20.98410666666667,5.234773333333333,3.389906666666666,5.037,7.803960000000002,8.096386666666668,11.111200000000002,7.721986666666667,22.92205333333333,25.643453333333333,20.775626666666668,8.073986666666666,122.77910666666668,1.42988,3.273586666666666,27.304106666666662,32.891826666666674,23.43012,23.14361333333333,18.43838666666667,41.74613333333333,8.13116,23.17778666666667,10.821413333333332,69.09153333333335,16.83794666666667,11.83076,12.7686,7.148386666666665,3.906426666666667,3.92936,21.144346666666664,11.642706666666667,12.92478666666667,8.695453333333333,5.798053333333333,0.0469333333333333,12.13688,14.42741333333333,8.80664,11.549520000000005,10.079426666666668,26.829733333333333,49.29165333333332,22.615973333333333,16.530186666666665,23.04753333333333,17.876613333333335,11.506253333333332,51.52513333333332,25.87797333333333,19.92354666666666,12.585146666666668,12.13688,7.415680000000001
8,25.00816,8.013773333333331,15.81208,0.8779999999999999,20.329426666666667,10.081373333333334,6.589160000000001,,15.304999999999996,17.038000000000004,17.07094666666666,4.816999999999999,1.26676,6.443626666666667,4.723146666666667,32.68403999999999,31.9142,10.005493333333332,40.838946666666665,41.693133333333336,13.016693333333333,18.83189333333333,18.91642666666666,14.29996,24.961400000000005,27.573266666666665,11.823933333333333,9.979066666666666,11.626159999999995,14.393119999999996,14.685546666666664,17.700359999999996,3.1136000000000004,21.44786666666668,32.23261333333332,27.36478666666667,12.68176,129.36826666666667,7.925173333333332,9.862746666666665,33.89326666666666,39.480986666666695,30.01927999999999,21.669426666666663,25.02754666666668,48.33529333333335,14.720319999999996,21.703600000000005,10.874026666666667,67.61734666666668,23.427106666666667,18.41992,19.357759999999995,13.48348,2.6827333333333336,10.51852,26.64354666666667,10.16852,19.513946666666666,11.00632,6.415066666666666,6.542226666666666,18.72604,12.699186666666666,4.198253333333334,18.138680000000004,16.66858666666667,33.41889333333333,55.88081333333333,29.205133333333336,22.029386666666667,29.636693333333337,14.10537333333333,18.09541333333333,58.11429333333335,26.494986666666662,20.54056,19.174306666666663,18.72604,1.6598533333333334
9,20.292946666666666,18.094626666666656,2.317773333333333,15.349666666666662,15.016106666666667,9.54292,8.71584,15.304999999999996,,23.791240000000005,6.836800000000001,18.35904,14.481906666666667,16.341853333333333,14.101493333333334,27.37072,26.600880000000007,6.914759999999999,27.344639999999995,28.19882666666668,7.677693333333333,13.518573333333334,21.92122666666666,25.63096,13.262253333333334,22.25994666666667,6.310079999999999,6.941186666666666,5.36532,9.079800000000002,9.372226666666666,12.38704,16.437826666666666,31.63789333333333,26.91929333333334,17.524266666666662,11.494613333333332,118.99724,10.14572,7.144786666666668,22.261586666666663,29.64046666666668,19.59097333333333,33.191546666666675,10.214440000000002,38.494773333333335,1.2072,31.89362666666668,19.537253333333336,81.22377333333336,18.11378666666667,4.925613333333335,6.945053333333334,8.398546666666663,12.622266666666668,10.130720000000002,14.944399999999996,20.35854666666667,6.019640000000001,13.684466666666664,13.774293333333333,8.762773333333335,13.41272,20.25865333333334,17.522479999999998,11.147773333333337,9.67768,21.787213333333334,55.11956000000001,23.89181333333333,11.896706666666663,16.53028,24.17186666666667,9.962973333333334,48.27377333333333,28.815346666666663,23.54535999999999,13.3986,13.41272,16.13152
10,34.91313333333335,11.347893333333332,24.298320000000007,17.08266666666667,30.560120000000005,14.852226666666672,16.420986666666668,17.038000000000004,23.791240000000005,,21.36249333333333,19.30644,16.214906666666664,12.511933333333335,12.73376,32.13057333333334,31.36073333333333,19.83732,38.66375999999999,35.28593333333334,17.889106666666667,22.37394666666667,11.96152,5.932066666666667,21.26782666666666,27.019800000000004,18.1382,19.810893333333333,23.12554666666665,24.224946666666668,24.51737333333333,22.31662666666667,18.170826666666667,14.25273333333333,31.679146666666668,36.71930666666667,12.688266666666667,138.7227866666666,14.991106666666669,17.41108,43.24778666666668,48.83550666666668,39.37379999999999,19.10652,34.38206666666664,57.68981333333337,23.20655999999999,14.508466666666664,17.504053333333335,60.422213333333325,22.873640000000005,23.94017333333333,23.649306666666657,17.085359999999998,14.355266666666669,20.350346666666663,23.08624,9.486066666666668,23.23176,11.012826666666664,11.315253333333334,16.374053333333336,28.55786666666667,14.445013333333335,19.25548,28.90673333333332,27.43663999999999,42.77341333333335,60.67677333333332,28.651666666666674,19.782866666666667,38.99121333333331,17.18268,29.158013333333336,67.46881333333334,19.54008,13.585653333333331,29.00613333333334,28.55786666666667,17.86451999999999
