RUTA:,EDAD,TAMAÑO BBDD,TIEMPO MAX,ALGORITMO,EJECUCION Nº,RUTA CICLICA,POIS VISITADOS,INTERÉS,DISTANCIA TOTAL,TIEMPO RUTA,MARGEN,NUMERO DE POIS VISITADOS,PORCENTAJE INTERES,TIEMPO EJECUCION ALGORITMO
21,30,158,120,GRASP,5,True,"[9, 89, 109, 152, 9]",39,1365.4340000000002,119.9190813648294,0.0809186351706046,4,97.5,0.0994625091552734
33,30,158,120,Algoritmo Genetico Estacionario,7,True,"[9, 152, 117, 9]",30,347.302,99.55776902887138,20.442230971128623,3,100.0,16.637091159820557
14,30,158,120,Algoritmo Memetico,3,True,"[9, 89, 117, 9]",30,373.306,96.89902887139108,23.100971128608933,3,100.0,173.9436776638031
2,30,158,120,Enfriamiento Simulado,1,True,"[9, 89, 117, 9]",30,373.306,96.89902887139108,23.100971128608933,3,100.0,12.384868860244753
0,30,158,120,Greedy,1,True,"[9, 117, 144, 9]",30,115.716,85.51858267716534,34.48141732283466,3,100.0,0.0512394905090332
