osmid,y,x,highway,street_count,ref,geometry
21293406,37.1686569,-3.5830408,crossing,4,,POINT (-3.5830408 37.1686569)
21293408,37.1640965,-3.5766677,crossing,4,,POINT (-3.5766677 37.1640965)
21293413,37.1863404,-3.6083244,crossing,4,,POINT (-3.6083244 37.1863404)
21293417,37.1644638,-3.578198,,3,,POINT (-3.578198 37.1644638)
21293419,37.1859304,-3.6083892,,5,,POINT (-3.6083892 37.1859304)
21293420,37.16703,-3.5871459,,4,,POINT (-3.5871459 37.16703)
21293429,37.1869597,-3.6079553,,4,,POINT (-3.6079553 37.1869597)
21293431,37.1716981,-3.5807755,,3,,POINT (-3.5807755 37.1716981)
21293432,37.1675466,-3.5878624,,3,,POINT (-3.5878624 37.1675466)
21293448,37.1672343,-3.5876039,,3,,POINT (-3.5876039 37.1672343)
21293457,37.1810508,-3.6059186,,4,,POINT (-3.6059186 37.1810508)
21293463,37.1875404,-3.6013243,,3,,POINT (-3.6013243 37.1875404)
21293481,37.1632161,-3.6015098,,3,,POINT (-3.6015098 37.1632161)
21293487,37.1928674,-3.6007035,,3,,POINT (-3.6007035 37.1928674)
21293490,37.1927674,-3.6005896,,3,,POINT (-3.6005896 37.1927674)
21293499,37.1664084,-3.5986089,,3,,POINT (-3.5986089 37.1664084)
21293502,37.1773549,-3.6118082,,4,,POINT (-3.6118082 37.1773549)
21293510,37.189675,-3.6004218,,3,,POINT (-3.6004218 37.189675)
21293514,37.1698463,-3.5817958,,3,,POINT (-3.5817958 37.1698463)
21293521,37.186865,-3.6037866,,3,,POINT (-3.6037866 37.186865)
21293527,37.1629122,-3.5710428,,3,,POINT (-3.5710428 37.1629122)
21293533,37.1836091,-3.6048388,,3,,POINT (-3.6048388 37.1836091)
21293538,37.1625771,-3.5708655,,3,,POINT (-3.5708655 37.1625771)
21293552,37.1655151,-3.6041714,,3,,POINT (-3.6041714 37.1655151)
21293572,37.1636354,-3.5741171,,3,,POINT (-3.5741171 37.1636354)
21293580,37.1730072,-3.5832672,,3,,POINT (-3.5832672 37.1730072)
21293606,37.1678987,-3.5886042,crossing,4,,POINT (-3.5886042 37.1678987)
21293612,37.1629275,-3.5706937,,3,,POINT (-3.5706937 37.1629275)
21293618,37.1903871,-3.6007371,,4,,POINT (-3.6007371 37.1903871)
21293622,37.1786983,-3.6089488,,3,,POINT (-3.6089488 37.1786983)
21478300,37.1774397,-3.5984452,,4,,POINT (-3.5984452 37.1774397)
21478308,37.1828485,-3.6018898,crossing,5,,POINT (-3.6018898 37.1828485)
21478768,37.1677479,-3.6088258,,3,,POINT (-3.6088258 37.1677479)
21478794,37.1679967,-3.6091883,,3,,POINT (-3.6091883 37.1679967)
21478805,37.1673676,-3.6090594,,3,,POINT (-3.6090594 37.1673676)
21478901,37.1673348,-3.6095477,,3,,POINT (-3.6095477 37.1673348)
21478905,37.1677817,-3.6105794,,3,,POINT (-3.6105794 37.1677817)
21478910,37.1695275,-3.6071229,,3,,POINT (-3.6071229 37.1695275)
33143008,37.2061946,-3.6196446,,3,,POINT (-3.6196446 37.2061946)
33143014,37.1973591,-3.6102986,,3,,POINT (-3.6102986 37.1973591)
33143018,37.1968418,-3.6104208,,3,,POINT (-3.6104208 37.1968418)
33143020,37.1968094,-3.6102875,,3,,POINT (-3.6102875 37.1968094)
33143022,37.1952484,-3.6091516,,4,,POINT (-3.6091516 37.1952484)
33143031,37.1911748,-3.6073914,crossing,4,,POINT (-3.6073914 37.1911748)
33244544,37.2005742,-3.6155742,,4,,POINT (-3.6155742 37.2005742)
33244557,37.1948667,-3.614999,,3,,POINT (-3.614999 37.1948667)
33244585,37.1841147,-3.614264,,4,,POINT (-3.614264 37.1841147)
33244586,37.1778865,-3.6104918,,4,,POINT (-3.6104918 37.1778865)
33244588,37.1655735,-3.6029894,,4,,POINT (-3.6029894 37.1655735)
33244589,37.1630124,-3.6084342,,4,,POINT (-3.6084342 37.1630124)
33244590,37.1633777,-3.6087236,,4,,POINT (-3.6087236 37.1633777)
33244592,37.164711,-3.6093572,crossing,4,,POINT (-3.6093572 37.164711)
33244607,37.1612405,-3.6043132,crossing,4,,POINT (-3.6043132 37.1612405)
33400009,37.199544,-3.6166607,,3,,POINT (-3.6166607 37.199544)
33400011,37.1999043,-3.6166081,,3,,POINT (-3.6166081 37.1999043)
33400017,37.1991526,-3.617898,,3,,POINT (-3.617898 37.1991526)
33400018,37.1970601,-3.6210929,,3,,POINT (-3.6210929 37.1970601)
33400019,37.196316,-3.6224285,,3,,POINT (-3.6224285 37.196316)
33400022,37.1960131,-3.6212275,,3,,POINT (-3.6212275 37.1960131)
33400023,37.1962686,-3.6225797,crossing,4,,POINT (-3.6225797 37.1962686)
33400026,37.1963556,-3.6250211,,3,,POINT (-3.6250211 37.1963556)
33400029,37.1948126,-3.6274012,,3,,POINT (-3.6274012 37.1948126)
33400030,37.1979521,-3.6397261,,3,,POINT (-3.6397261 37.1979521)
33400036,37.1946009,-3.6515869,,3,,POINT (-3.6515869 37.1946009)
49937392,37.1738521,-3.5945473,,3,,POINT (-3.5945473 37.1738521)
49937395,37.1722869,-3.5958872,,3,,POINT (-3.5958872 37.1722869)
49937425,37.1892954,-3.6055559,,3,,POINT (-3.6055559 37.1892954)
49937427,37.1832295,-3.6017646,,3,,POINT (-3.6017646 37.1832295)
49937433,37.1846405,-3.600265,crossing,4,,POINT (-3.600265 37.1846405)
49937441,37.185826,-3.6000691,,4,,POINT (-3.6000691 37.185826)
49937448,37.1874903,-3.59994,,3,,POINT (-3.59994 37.1874903)
49937457,37.1878025,-3.599869,,3,,POINT (-3.599869 37.1878025)
49937459,37.1878861,-3.6000007,,3,,POINT (-3.6000007 37.1878861)
49937466,37.1891966,-3.6005466,,3,,POINT (-3.6005466 37.1891966)
49937472,37.1757563,-3.6037532,crossing,4,,POINT (-3.6037532 37.1757563)
49937474,37.1762859,-3.6013478,,3,,POINT (-3.6013478 37.1762859)
49937476,37.1762928,-3.6007056,,6,,POINT (-3.6007056 37.1762928)
49937491,37.1736857,-3.6016448,,4,,POINT (-3.6016448 37.1736857)
49937519,37.1756651,-3.5990408,,3,,POINT (-3.5990408 37.1756651)
49937544,37.1694127,-3.5927783,,4,,POINT (-3.5927783 37.1694127)
49937558,37.1671003,-3.5874703,crossing,4,,POINT (-3.5874703 37.1671003)
49937573,37.1633006,-3.5713421,,3,,POINT (-3.5713421 37.1633006)
49937580,37.1633659,-3.5712995,,3,,POINT (-3.5712995 37.1633659)
49937594,37.1700856,-3.5845191,,3,,POINT (-3.5845191 37.1700856)
49937610,37.1725863,-3.5973468,,4,,POINT (-3.5973468 37.1725863)
49937619,37.1776943,-3.5945399,,3,,POINT (-3.5945399 37.1776943)
49937625,37.1784911,-3.5924745,,3,,POINT (-3.5924745 37.1784911)
49937653,37.1823292,-3.5901506,,3,,POINT (-3.5901506 37.1823292)
49937659,37.1769406,-3.5967559,,3,,POINT (-3.5967559 37.1769406)
49937661,37.1777342,-3.5976638,,3,,POINT (-3.5976638 37.1777342)
49937663,37.1780534,-3.5963468,,4,,POINT (-3.5963468 37.1780534)
49937668,37.1787981,-3.5950508,,3,,POINT (-3.5950508 37.1787981)
49937670,37.1790443,-3.5949416,,3,,POINT (-3.5949416 37.1790443)
49937677,37.1804038,-3.5946572,,3,,POINT (-3.5946572 37.1804038)
49937679,37.1803758,-3.5942968,,3,,POINT (-3.5942968 37.1803758)
49937681,37.1809765,-3.5943389,crossing,4,,POINT (-3.5943389 37.1809765)
49937683,37.1809757,-3.5929249,,3,,POINT (-3.5929249 37.1809757)
49937686,37.1810453,-3.5924154,,3,,POINT (-3.5924154 37.1810453)
49937697,37.1810488,-3.5912193,,3,,POINT (-3.5912193 37.1810488)
49937707,37.1808438,-3.5949487,,3,,POINT (-3.5949487 37.1808438)
49937718,37.1811872,-3.5929307,,3,,POINT (-3.5929307 37.1811872)
49937754,37.1818856,-3.5917922,,3,,POINT (-3.5917922 37.1818856)
49937767,37.1823983,-3.5908789,,3,,POINT (-3.5908789 37.1823983)
49937770,37.1832377,-3.5921634,,3,,POINT (-3.5921634 37.1832377)
49937783,37.1832849,-3.5930195,,4,,POINT (-3.5930195 37.1832849)
49937786,37.1834197,-3.5932869,,3,,POINT (-3.5932869 37.1834197)
49937792,37.1823583,-3.593764,,3,,POINT (-3.593764 37.1823583)
49937802,37.1820906,-3.5939165,,3,,POINT (-3.5939165 37.1820906)
49943504,37.1764522,-3.6000315,,3,,POINT (-3.6000315 37.1764522)
49943521,37.1716795,-3.5925538,,4,,POINT (-3.5925538 37.1716795)
49943526,37.1706156,-3.5938465,,3,,POINT (-3.5938465 37.1706156)
49943528,37.1711547,-3.5946814,,3,,POINT (-3.5946814 37.1711547)
49943534,37.1711103,-3.5957971,,4,,POINT (-3.5957971 37.1711103)
49943536,37.1709015,-3.5961135,,4,,POINT (-3.5961135 37.1709015)
49943542,37.1736223,-3.5943334,,3,,POINT (-3.5943334 37.1736223)
49943556,37.1722399,-3.5967063,,3,,POINT (-3.5967063 37.1722399)
49952930,37.1767244,-3.5958964,,3,,POINT (-3.5958964 37.1767244)
49952932,37.1745418,-3.595306,,3,,POINT (-3.595306 37.1745418)
49953025,37.1707793,-3.5845687,,3,,POINT (-3.5845687 37.1707793)
49953028,37.1708383,-3.5846524,,3,,POINT (-3.5846524 37.1708383)
49953036,37.1710116,-3.5853056,,4,,POINT (-3.5853056 37.1710116)
49953039,37.1709187,-3.5857166,,3,,POINT (-3.5857166 37.1709187)
49953068,37.1713343,-3.5875309,,3,,POINT (-3.5875309 37.1713343)
49953088,37.1726285,-3.5888036,crossing,5,,POINT (-3.5888036 37.1726285)
49953099,37.1727406,-3.588887,,3,,POINT (-3.588887 37.1727406)
49953102,37.1727634,-3.5889591,crossing,4,,POINT (-3.5889591 37.1727634)
49953119,37.1731461,-3.5896151,crossing,4,,POINT (-3.5896151 37.1731461)
49953139,37.1725783,-3.5918384,,3,,POINT (-3.5918384 37.1725783)
49953143,37.1737376,-3.5933906,,3,,POINT (-3.5933906 37.1737376)
49953153,37.1748102,-3.5949656,,3,,POINT (-3.5949656 37.1748102)
49953159,37.1743503,-3.5868949,crossing,4,,POINT (-3.5868949 37.1743503)
49953170,37.1741873,-3.5849127,,3,,POINT (-3.5849127 37.1741873)
49953172,37.1741263,-3.5846771,,3,,POINT (-3.5846771 37.1741263)
49953179,37.1739217,-3.5840468,crossing,4,,POINT (-3.5840468 37.1739217)
49953184,37.1743801,-3.5845726,,3,,POINT (-3.5845726 37.1743801)
49953187,37.1744098,-3.5845119,,3,,POINT (-3.5845119 37.1744098)
49953194,37.1758826,-3.5840467,,3,,POINT (-3.5840467 37.1758826)
49953207,37.1762623,-3.5851595,,3,,POINT (-3.5851595 37.1762623)
49953216,37.1752473,-3.5846956,,3,,POINT (-3.5846956 37.1752473)
49953245,37.1770386,-3.591877,,3,,POINT (-3.591877 37.1770386)
49953260,37.1766649,-3.5908348,,3,,POINT (-3.5908348 37.1766649)
49953266,37.1771488,-3.591184,,3,,POINT (-3.591184 37.1771488)
49953269,37.176513,-3.5903919,,4,,POINT (-3.5903919 37.176513)
49953303,37.1751566,-3.5852788,,3,,POINT (-3.5852788 37.1751566)
49953310,37.1763126,-3.5905716,,3,,POINT (-3.5905716 37.1763126)
53276785,37.1811889,-3.5885515,,3,,POINT (-3.5885515 37.1811889)
53276787,37.1811904,-3.5883214,,3,,POINT (-3.5883214 37.1811904)
53276793,37.181065,-3.5875118,,3,,POINT (-3.5875118 37.181065)
53276797,37.1810191,-3.5867906,,3,,POINT (-3.5867906 37.1810191)
53276803,37.1811624,-3.5857716,,3,,POINT (-3.5857716 37.1811624)
53276821,37.1818324,-3.5838439,,3,,POINT (-3.5838439 37.1818324)
53276827,37.1814228,-3.5832931,,3,,POINT (-3.5832931 37.1814228)
53276836,37.182236,-3.5850136,,3,,POINT (-3.5850136 37.182236)
53276841,37.182058,-3.5846038,,3,,POINT (-3.5846038 37.182058)
53276868,37.1811654,-3.5876319,,3,,POINT (-3.5876319 37.1811654)
53276870,37.1811864,-3.587194,,3,,POINT (-3.587194 37.1811864)
53276872,37.1813491,-3.5870962,,3,,POINT (-3.5870962 37.1813491)
53276875,37.1813699,-3.5870078,,3,,POINT (-3.5870078 37.1813699)
53276878,37.1816767,-3.5870448,,4,,POINT (-3.5870448 37.1816767)
53276889,37.1819816,-3.5862507,,3,,POINT (-3.5862507 37.1819816)
53276890,37.1820542,-3.5862485,,1,,POINT (-3.5862485 37.1820542)
53276894,37.1821804,-3.5867292,,1,,POINT (-3.5867292 37.1821804)
53276898,37.1823799,-3.5866339,,3,,POINT (-3.5866339 37.1823799)
53276904,37.182792,-3.5871708,,3,,POINT (-3.5871708 37.182792)
53276908,37.1826875,-3.5867064,,3,,POINT (-3.5867064 37.1826875)
53276911,37.1827514,-3.5863407,,3,,POINT (-3.5863407 37.1827514)
53276917,37.1826527,-3.5860476,,4,,POINT (-3.5860476 37.1826527)
53276922,37.1827858,-3.5857579,,3,,POINT (-3.5857579 37.1827858)
53276923,37.18295,-3.58582,,3,,POINT (-3.58582 37.18295)
53276932,37.1828186,-3.5854966,,3,,POINT (-3.5854966 37.1828186)
53276943,37.1831113,-3.5871766,,3,,POINT (-3.5871766 37.1831113)
53276950,37.1834567,-3.5872115,,3,,POINT (-3.5872115 37.1834567)
53276958,37.1845492,-3.5864001,,4,,POINT (-3.5864001 37.1845492)
53276961,37.1848517,-3.5862696,,3,,POINT (-3.5862696 37.1848517)
53276963,37.1847102,-3.585839,,5,,POINT (-3.585839 37.1847102)
53276978,37.1838195,-3.5866948,,3,,POINT (-3.5866948 37.1838195)
61356167,37.1924463,-3.688006,motorway_junction,3,,POINT (-3.688006 37.1924463)
61356201,37.192369,-3.6549697,,3,,POINT (-3.6549697 37.192369)
61356221,37.1981146,-3.6451949,,3,,POINT (-3.6451949 37.1981146)
61356274,37.1962896,-3.6323164,,3,,POINT (-3.6323164 37.1962896)
61356277,37.1961916,-3.6322849,,3,,POINT (-3.6322849 37.1961916)
61356293,37.1965177,-3.6312982,,3,,POINT (-3.6312982 37.1965177)
61356308,37.1973511,-3.6309364,,4,,POINT (-3.6309364 37.1973511)
61366555,37.1974646,-3.623165,,3,,POINT (-3.623165 37.1974646)
61366557,37.1974261,-3.6229214,,3,,POINT (-3.6229214 37.1974261)
61366560,37.1964201,-3.6223942,,3,,POINT (-3.6223942 37.1964201)
61366562,37.1964737,-3.6208412,,3,,POINT (-3.6208412 37.1964737)
61366567,37.1954894,-3.6181203,,3,,POINT (-3.6181203 37.1954894)
61366570,37.1953142,-3.6158155,,3,,POINT (-3.6158155 37.1953142)
61366572,37.1952141,-3.6155566,,3,,POINT (-3.6155566 37.1952141)
61366575,37.1948711,-3.6153329,,3,,POINT (-3.6153329 37.1948711)
61366582,37.1977079,-3.6072943,,3,,POINT (-3.6072943 37.1977079)
61366588,37.198608,-3.604542,,3,,POINT (-3.604542 37.198608)
61366590,37.1984944,-3.6042277,,3,,POINT (-3.6042277 37.1984944)
61366591,37.1988977,-3.6038457,,3,,POINT (-3.6038457 37.1988977)
61366594,37.1956444,-3.6013359,,3,,POINT (-3.6013359 37.1956444)
61366595,37.1927343,-3.6009567,,3,,POINT (-3.6009567 37.1927343)
61366599,37.1894666,-3.6016247,,4,,POINT (-3.6016247 37.1894666)
61366602,37.1881008,-3.6013902,,3,,POINT (-3.6013902 37.1881008)
61366604,37.1880177,-3.6016133,,3,,POINT (-3.6016133 37.1880177)
61369656,37.1880083,-3.6001025,,4,,POINT (-3.6001025 37.1880083)
61369661,37.1879875,-3.5997907,crossing,4,,POINT (-3.5997907 37.1879875)
61372907,37.1835507,-3.5958328,,4,,POINT (-3.5958328 37.1835507)
61372948,37.186843,-3.5930923,,4,,POINT (-3.5930923 37.186843)
66529930,37.1956348,-3.6036266,,3,,POINT (-3.6036266 37.1956348)
66530000,37.195259,-3.6035888,,3,,POINT (-3.6035888 37.195259)
66530087,37.1953614,-3.604385,,3,,POINT (-3.604385 37.1953614)
66530167,37.1991391,-3.6042399,,3,,POINT (-3.6042399 37.1991391)
66530283,37.1987938,-3.6046107,,3,,POINT (-3.6046107 37.1987938)
76643355,37.1562026,-3.5852492,,3,,POINT (-3.5852492 37.1562026)
76649240,37.1627711,-3.5598262,,3,,POINT (-3.5598262 37.1627711)
76649243,37.1627056,-3.5615944,,3,,POINT (-3.5615944 37.1627056)
76658459,37.1652111,-3.5941368,,3,,POINT (-3.5941368 37.1652111)
76658471,37.162212,-3.5900953,,3,,POINT (-3.5900953 37.162212)
76658501,37.1662312,-3.5983223,,3,,POINT (-3.5983223 37.1662312)
76685390,37.1671665,-3.5984482,,3,,POINT (-3.5984482 37.1671665)
76685395,37.1673924,-3.5986634,,4,,POINT (-3.5986634 37.1673924)
76685458,37.1712194,-3.5997684,,3,,POINT (-3.5997684 37.1712194)
76685462,37.1715143,-3.598688,,4,,POINT (-3.598688 37.1715143)
76685467,37.1790429,-3.5881622,,4,,POINT (-3.5881622 37.1790429)
76685471,37.1789553,-3.5880897,,3,,POINT (-3.5880897 37.1789553)
76685595,37.1743694,-3.5851026,,3,,POINT (-3.5851026 37.1743694)
77661382,37.1959937,-3.6223812,,3,,POINT (-3.6223812 37.1959937)
77735526,37.2038515,-3.6068957,,3,,POINT (-3.6068957 37.2038515)
77735539,37.2047744,-3.6075601,,3,,POINT (-3.6075601 37.2047744)
77735547,37.2035626,-3.6104229,,3,,POINT (-3.6104229 37.2035626)
77735557,37.2055616,-3.611824,crossing,4,,POINT (-3.611824 37.2055616)
77747165,37.1966774,-3.632156,,3,,POINT (-3.632156 37.1966774)
77756881,37.1839369,-3.6010186,,4,,POINT (-3.6010186 37.1839369)
77756901,37.1846486,-3.6000824,,3,,POINT (-3.6000824 37.1846486)
77756920,37.1870468,-3.6035948,,4,,POINT (-3.6035948 37.1870468)
77756938,37.1899377,-3.6037557,,4,,POINT (-3.6037557 37.1899377)
77756964,37.1958375,-3.6043216,,3,,POINT (-3.6043216 37.1958375)
77756970,37.1954245,-3.6065428,,3,,POINT (-3.6065428 37.1954245)
77756982,37.1963885,-3.606843,,3,,POINT (-3.606843 37.1963885)
78640839,37.1851729,-3.5965616,,3,,POINT (-3.5965616 37.1851729)
78640927,37.1852192,-3.5962082,,3,,POINT (-3.5962082 37.1852192)
78641128,37.1943121,-3.6061754,,3,,POINT (-3.6061754 37.1943121)
78641263,37.1961691,-3.6210842,,3,,POINT (-3.6210842 37.1961691)
78641299,37.1971055,-3.610601,,3,,POINT (-3.610601 37.1971055)
78641549,37.1958369,-3.6095446,,3,,POINT (-3.6095446 37.1958369)
78695224,37.1980887,-3.6069502,,3,,POINT (-3.6069502 37.1980887)
78695242,37.1980514,-3.6074843,,3,,POINT (-3.6074843 37.1980514)
78695250,37.1973397,-3.6101201,,3,,POINT (-3.6101201 37.1973397)
79459524,37.1938239,-3.6010402,,3,,POINT (-3.6010402 37.1938239)
80041609,37.191508,-3.6553906,,3,,POINT (-3.6553906 37.191508)
80041633,37.1913629,-3.6495143,,3,,POINT (-3.6495143 37.1913629)
80041671,37.1828536,-3.6414476,,3,,POINT (-3.6414476 37.1828536)
80041700,37.1751595,-3.6401683,,3,,POINT (-3.6401683 37.1751595)
80041721,37.1753154,-3.6400621,,3,,POINT (-3.6400621 37.1753154)
80041743,37.175127,-3.6399579,,3,,POINT (-3.6399579 37.175127)
80041765,37.1696351,-3.636023,,3,,POINT (-3.636023 37.1696351)
80041773,37.17006,-3.6370717,,3,,POINT (-3.6370717 37.17006)
82641967,37.1915228,-3.6528151,,3,,POINT (-3.6528151 37.1915228)
82641979,37.1930596,-3.6556646,,3,,POINT (-3.6556646 37.1930596)
82641999,37.1917459,-3.6585732,,3,,POINT (-3.6585732 37.1917459)
82771385,37.2088624,-3.6219705,,1,,POINT (-3.6219705 37.2088624)
82771397,37.2011634,-3.6145474,,3,,POINT (-3.6145474 37.2011634)
82771408,37.2032682,-3.6108795,,3,,POINT (-3.6108795 37.2032682)
82771411,37.2031541,-3.6107225,,3,,POINT (-3.6107225 37.2031541)
82771422,37.1969015,-3.6041693,,3,,POINT (-3.6041693 37.1969015)
82771424,37.1947683,-3.6063364,,3,,POINT (-3.6063364 37.1947683)
82771437,37.194272,-3.6085964,,3,,POINT (-3.6085964 37.194272)
82773653,37.1993781,-3.6044179,,3,,POINT (-3.6044179 37.1993781)
82773655,37.2050233,-3.5972285,,1,,POINT (-3.5972285 37.2050233)
82773658,37.2052074,-3.5968313,,3,,POINT (-3.5968313 37.2052074)
82773660,37.2048405,-3.5958492,,3,,POINT (-3.5958492 37.2048405)
82773666,37.2045188,-3.5939188,,3,,POINT (-3.5939188 37.2045188)
82773670,37.2046175,-3.5937466,,3,,POINT (-3.5937466 37.2046175)
82773673,37.2052886,-3.5937467,,3,,POINT (-3.5937467 37.2052886)
82773677,37.205412,-3.5946988,,3,,POINT (-3.5946988 37.205412)
82786213,37.1936296,-3.6173483,,3,,POINT (-3.6173483 37.1936296)
82786219,37.1924592,-3.6009393,,3,,POINT (-3.6009393 37.1924592)
82786231,37.1925164,-3.6005711,,4,,POINT (-3.6005711 37.1925164)
82786252,37.1931128,-3.5985755,,3,,POINT (-3.5985755 37.1931128)
82786254,37.1919944,-3.5980444,crossing,4,,POINT (-3.5980444 37.1919944)
83078570,37.1898048,-3.6001074,crossing,5,,POINT (-3.6001074 37.1898048)
83078583,37.1898947,-3.6004207,,3,,POINT (-3.6004207 37.1898947)
83078593,37.1901453,-3.6005408,,3,,POINT (-3.6005408 37.1901453)
83096775,37.1893968,-3.6064784,,3,,POINT (-3.6064784 37.1893968)
83096781,37.1899668,-3.6079751,,3,,POINT (-3.6079751 37.1899668)
83096788,37.1901777,-3.60785,,3,,POINT (-3.60785 37.1901777)
83096806,37.1903027,-3.6081821,,3,,POINT (-3.6081821 37.1903027)
83096816,37.1904374,-3.6082732,,3,,POINT (-3.6082732 37.1904374)
83096826,37.1910835,-3.6098069,,3,,POINT (-3.6098069 37.1910835)
83096834,37.1912159,-3.6095109,,3,,POINT (-3.6095109 37.1912159)
83096852,37.1891112,-3.6098363,,3,,POINT (-3.6098363 37.1891112)
83096865,37.1880245,-3.607299,,4,,POINT (-3.607299 37.1880245)
83096898,37.1849255,-3.6062855,,3,,POINT (-3.6062855 37.1849255)
83096911,37.1837551,-3.6066511,traffic_signals,3,,POINT (-3.6066511 37.1837551)
83096950,37.1768695,-3.6137823,,3,,POINT (-3.6137823 37.1768695)
83096958,37.1763258,-3.6145048,,3,,POINT (-3.6145048 37.1763258)
83533599,37.1879541,-3.599326,crossing,4,,POINT (-3.599326 37.1879541)
83533861,37.1868283,-3.5937951,,3,,POINT (-3.5937951 37.1868283)
83743280,37.1957321,-3.6220301,,3,,POINT (-3.6220301 37.1957321)
83743286,37.1931352,-3.6235994,,3,,POINT (-3.6235994 37.1931352)
88143807,37.2023639,-3.6128121,,3,,POINT (-3.6128121 37.2023639)
88143878,37.1994175,-3.6125598,,3,,POINT (-3.6125598 37.1994175)
88143911,37.2020324,-3.6133946,,4,,POINT (-3.6133946 37.2020324)
88143949,37.1996629,-3.6118075,,4,,POINT (-3.6118075 37.1996629)
88143979,37.1983283,-3.6114337,,3,,POINT (-3.6114337 37.1983283)
88144063,37.1940523,-3.6230276,,3,,POINT (-3.6230276 37.1940523)
89291455,37.1769516,-3.6134965,,3,,POINT (-3.6134965 37.1769516)
89291475,37.2011617,-3.5986054,crossing,4,,POINT (-3.5986054 37.2011617)
102781556,37.2023824,-3.6043062,,3,,POINT (-3.6043062 37.2023824)
102781590,37.2022534,-3.6058368,,3,,POINT (-3.6058368 37.2022534)
102781595,37.2022895,-3.6058872,,3,,POINT (-3.6058872 37.2022895)
102781606,37.2021047,-3.6059648,,3,,POINT (-3.6059648 37.2021047)
102781679,37.2033269,-3.6103212,,3,,POINT (-3.6103212 37.2033269)
102781698,37.2036086,-3.6105193,,3,,POINT (-3.6105193 37.2036086)
102896000,37.1774589,-3.609165,,4,,POINT (-3.609165 37.1774589)
102896013,37.1775407,-3.6086181,,3,,POINT (-3.6086181 37.1775407)
102896019,37.1783506,-3.6077657,,3,,POINT (-3.6077657 37.1783506)
102896021,37.1780885,-3.6080407,,3,,POINT (-3.6080407 37.1780885)
102896028,37.177831,-3.6069844,,4,,POINT (-3.6069844 37.177831)
102896041,37.1765927,-3.6078037,,4,,POINT (-3.6078037 37.1765927)
102896047,37.1766186,-3.6086534,,4,,POINT (-3.6086534 37.1766186)
102896065,37.1762815,-3.6095142,,3,,POINT (-3.6095142 37.1762815)
103028657,37.1791244,-3.6112495,,4,,POINT (-3.6112495 37.1791244)
129953048,37.2088536,-3.6216351,,3,,POINT (-3.6216351 37.2088536)
129956859,37.1631138,-3.6283143,,3,,POINT (-3.6283143 37.1631138)
129956889,37.1611898,-3.6166461,,3,,POINT (-3.6166461 37.1611898)
173035928,37.1852346,-3.5960786,crossing,4,,POINT (-3.5960786 37.1852346)
185927122,37.1895268,-3.6006505,,3,,POINT (-3.6006505 37.1895268)
185927132,37.1903416,-3.6017205,,3,,POINT (-3.6017205 37.1903416)
185927143,37.1886185,-3.601968,,4,,POINT (-3.601968 37.1886185)
185927162,37.1893607,-3.6022743,,3,,POINT (-3.6022743 37.1893607)
185927174,37.1902226,-3.6025963,,3,,POINT (-3.6025963 37.1902226)
185927197,37.1887337,-3.6015444,,4,,POINT (-3.6015444 37.1887337)
185927204,37.1888398,-3.6011174,,3,,POINT (-3.6011174 37.1888398)
185927213,37.1894913,-3.6011792,,4,,POINT (-3.6011792 37.1894913)
185927223,37.1903668,-3.6012689,,3,,POINT (-3.6012689 37.1903668)
185927235,37.1899357,-3.6006657,,3,,POINT (-3.6006657 37.1899357)
185927242,37.1896375,-3.6006498,,3,,POINT (-3.6006498 37.1896375)
185927251,37.1896192,-3.6004573,,3,,POINT (-3.6004573 37.1896192)
185927275,37.1865196,-3.6033074,,4,,POINT (-3.6033074 37.1865196)
185927284,37.1853345,-3.6022864,,3,,POINT (-3.6022864 37.1853345)
185927288,37.1858915,-3.601088,,3,,POINT (-3.601088 37.1858915)
185927309,37.1861428,-3.6000927,,3,,POINT (-3.6000927 37.1861428)
185927311,37.1862954,-3.6012942,,3,,POINT (-3.6012942 37.1862954)
185927322,37.1866374,-3.6015522,,4,,POINT (-3.6015522 37.1866374)
185927334,37.1869723,-3.6017622,,3,,POINT (-3.6017622 37.1869723)
185927416,37.1871206,-3.6000055,,3,,POINT (-3.6000055 37.1871206)
185927427,37.1856654,-3.6025836,,3,,POINT (-3.6025836 37.1856654)
185927438,37.1860647,-3.6018001,,3,,POINT (-3.6018001 37.1860647)
185927449,37.1861654,-3.6015788,,3,,POINT (-3.6015788 37.1861654)
185927461,37.1865226,-3.6018018,,3,,POINT (-3.6018018 37.1865226)
185927472,37.1863917,-3.6020952,,3,,POINT (-3.6020952 37.1863917)
185927485,37.184725,-3.6017362,,3,,POINT (-3.6017362 37.184725)
194620210,37.1822519,-3.6001521,,4,,POINT (-3.6001521 37.1822519)
194620215,37.1821329,-3.5993589,,3,,POINT (-3.5993589 37.1821329)
194620218,37.1819488,-3.5993467,,3,,POINT (-3.5993467 37.1819488)
194620219,37.1818093,-3.5992357,,3,,POINT (-3.5992357 37.1818093)
194620227,37.1807944,-3.5990263,,3,,POINT (-3.5990263 37.1807944)
194620228,37.1805324,-3.5990584,crossing,4,,POINT (-3.5990584 37.1805324)
206269543,37.1852434,-3.5904477,,3,,POINT (-3.5904477 37.1852434)
206269584,37.1856094,-3.5918206,,4,,POINT (-3.5918206 37.1856094)
206269596,37.1847222,-3.5926534,,3,,POINT (-3.5926534 37.1847222)
