osmid,y,x,highway,street_count,ref,geometry
7612208132,37.1955085,-3.611746,,3,,POINT (-3.611746 37.1955085)
7612208135,37.1953297,-3.612365,crossing,4,,POINT (-3.612365 37.1953297)
7612208142,37.1952506,-3.611671,,3,,POINT (-3.611671 37.1952506)
7612208143,37.1952759,-3.6116128,crossing,4,,POINT (-3.6116128 37.1952759)
7612208144,37.1953173,-3.611518,,4,,POINT (-3.611518 37.1953173)
7612208145,37.1955507,-3.6117867,crossing,4,,POINT (-3.6117867 37.1955507)
7612208146,37.1956466,-3.6116361,,3,,POINT (-3.6116361 37.1956466)
7612208147,37.1956019,-3.6116137,crossing,4,,POINT (-3.6116137 37.1956019)
7612208148,37.195545,-3.6115879,,3,,POINT (-3.6115879 37.195545)
7612208149,37.1957124,-3.6110346,,3,,POINT (-3.6110346 37.1957124)
7612208150,37.1956616,-3.611015,crossing,4,,POINT (-3.611015 37.1956616)
7612208151,37.1956097,-3.6109951,,3,,POINT (-3.6109951 37.1956097)
7612208152,37.1957438,-3.6109108,,3,,POINT (-3.6109108 37.1957438)
7612208153,37.1955159,-3.6109348,,3,,POINT (-3.6109348 37.1955159)
7612208154,37.1955649,-3.6108078,,3,,POINT (-3.6108078 37.1955649)
7612208164,37.1956741,-3.6132582,,3,,POINT (-3.6132582 37.1956741)
7612208170,37.1966631,-3.6107805,,3,,POINT (-3.6107805 37.1966631)
7614344913,37.1847153,-3.6087897,crossing,4,,POINT (-3.6087897 37.1847153)
7614344915,37.1847058,-3.6087433,,3,,POINT (-3.6087433 37.1847058)
7614344943,37.1853466,-3.6089065,,3,,POINT (-3.6089065 37.1853466)
7614344945,37.1853363,-3.608858,crossing,4,,POINT (-3.608858 37.1853363)
7614344950,37.1852833,-3.6086069,crossing,4,,POINT (-3.6086069 37.1852833)
7614344952,37.1852745,-3.6085652,,3,,POINT (-3.6085652 37.1852745)
7614344955,37.1847247,-3.6088357,,3,,POINT (-3.6088357 37.1847247)
7614344956,37.1852946,-3.6086607,,4,,POINT (-3.6086607 37.1852946)
7614344957,37.1858546,-3.6084827,,3,,POINT (-3.6084827 37.1858546)
7614344959,37.184757,-3.608994,,4,,POINT (-3.608994 37.184757)
7614344960,37.1853257,-3.6088076,,4,,POINT (-3.6088076 37.1853257)
7614344961,37.1859212,-3.6086196,,3,,POINT (-3.6086196 37.1859212)
7614344963,37.1845132,-3.6089695,,1,,POINT (-3.6089695 37.1845132)
7617708036,37.1959871,-3.6134572,,3,,POINT (-3.6134572 37.1959871)
7617708037,37.1959392,-3.6135766,,3,,POINT (-3.6135766 37.1959392)
7617708039,37.1964096,-3.6124042,,4,,POINT (-3.6124042 37.1964096)
7617708040,37.1964981,-3.6121835,,4,,POINT (-3.6121835 37.1964981)
7617708042,37.1967514,-3.6118067,,3,,POINT (-3.6118067 37.1967514)
7617708052,37.1961997,-3.6131771,,3,,POINT (-3.6131771 37.1961997)
7617708053,37.1961195,-3.6131272,,3,,POINT (-3.6131272 37.1961195)
7617708054,37.1963498,-3.6128042,,3,,POINT (-3.6128042 37.1963498)
7617708055,37.1962699,-3.6127525,,3,,POINT (-3.6127525 37.1962699)
7617708056,37.1967587,-3.6116301,,3,,POINT (-3.6116301 37.1967587)
7617708059,37.1969816,-3.6110543,,3,,POINT (-3.6110543 37.1969816)
7617708060,37.1970222,-3.6114343,,3,,POINT (-3.6114343 37.1970222)
7617708061,37.1968706,-3.6113409,,3,,POINT (-3.6113409 37.1968706)
7617708062,37.1970828,-3.6112777,,3,,POINT (-3.6112777 37.1970828)
7617708063,37.1969323,-3.6111817,,3,,POINT (-3.6111817 37.1969323)
7617708064,37.1969839,-3.6109887,,3,,POINT (-3.6109887 37.1969839)
7617708084,37.1987537,-3.6131584,,4,,POINT (-3.6131584 37.1987537)
7617727686,37.1986799,-3.6119678,,3,,POINT (-3.6119678 37.1986799)
7617727687,37.1986382,-3.612023,crossing,4,,POINT (-3.612023 37.1986382)
7617727690,37.1978593,-3.6127192,,3,,POINT (-3.6127192 37.1978593)
7617727693,37.1983745,-3.6116485,,3,,POINT (-3.6116485 37.1983745)
7617727696,37.1979678,-3.6128457,,3,,POINT (-3.6128457 37.1979678)
7617727697,37.1983387,-3.6117061,crossing,4,,POINT (-3.6117061 37.1983387)
7617727698,37.19827,-3.6116367,crossing,4,,POINT (-3.6116367 37.19827)
7617727699,37.1982024,-3.6117489,,3,,POINT (-3.6117489 37.1982024)
7617727705,37.1967284,-3.6117043,crossing,4,,POINT (-3.6117043 37.1967284)
7617727706,37.1967,-3.6117742,,3,,POINT (-3.6117742 37.1967)
7617727708,37.1975366,-3.610934,,3,,POINT (-3.610934 37.1975366)
7617727712,37.1977035,-3.6106744,,3,,POINT (-3.6106744 37.1977035)
7617727726,37.197604,-3.609339,,3,,POINT (-3.609339 37.197604)
7617727736,37.1988293,-3.610072,,3,,POINT (-3.610072 37.1988293)
7617727748,37.1988115,-3.6101267,crossing,4,,POINT (-3.6101267 37.1988115)
7617727750,37.1981648,-3.6076212,,3,,POINT (-3.6076212 37.1981648)
7617727752,37.1994948,-3.6083281,,3,,POINT (-3.6083281 37.1994948)
7617727762,37.1986259,-3.6138209,,3,,POINT (-3.6138209 37.1986259)
7617727764,37.1985796,-3.6137657,crossing,4,,POINT (-3.6137657 37.1985796)
7617727769,37.198477,-3.6136432,crossing,4,,POINT (-3.6136432 37.198477)
7617727774,37.198426,-3.6135825,,3,,POINT (-3.6135825 37.198426)
7617727777,37.1991446,-3.6126475,,3,,POINT (-3.6126475 37.1991446)
7617727781,37.1996758,-3.6132739,,3,,POINT (-3.6132739 37.1996758)
7617727782,37.1973894,-3.6098313,crossing,4,,POINT (-3.6098313 37.1973894)
7617727784,37.1974492,-3.6098611,,3,,POINT (-3.6098611 37.1974492)
7617727787,37.1969979,-3.6096359,,1,,POINT (-3.6096359 37.1969979)
7617727789,37.1972353,-3.6090213,,3,,POINT (-3.6090213 37.1972353)
7617727790,37.1970448,-3.6094091,,3,,POINT (-3.6094091 37.1970448)
7617727791,37.1970854,-3.6092624,,3,,POINT (-3.6092624 37.1970854)
7617727796,37.1971647,-3.6089881,,4,,POINT (-3.6089881 37.1971647)
7617727797,37.1973641,-3.6082914,,3,,POINT (-3.6082914 37.1973641)
7617727798,37.1967301,-3.607983,,3,,POINT (-3.607983 37.1967301)
7617727799,37.1962648,-3.6077699,,3,,POINT (-3.6077699 37.1962648)
7617727801,37.1960916,-3.608529,,4,,POINT (-3.608529 37.1960916)
7617727808,37.1993805,-3.6122267,,3,,POINT (-3.6122267 37.1993805)
7617727813,37.1996888,-3.611362,crossing,4,,POINT (-3.611362 37.1996888)
7617727814,37.1998419,-3.6110043,,3,,POINT (-3.6110043 37.1998419)
7617727817,37.1997814,-3.6094856,,3,,POINT (-3.6094856 37.1997814)
7617727825,37.199602,-3.6108587,,3,,POINT (-3.6108587 37.199602)
7617727826,37.1991139,-3.6119485,,3,,POINT (-3.6119485 37.1991139)
7617727829,37.1993203,-3.6114829,,3,,POINT (-3.6114829 37.1993203)
7617727830,37.199147,-3.6118737,crossing,4,,POINT (-3.6118737 37.199147)
7617727832,37.1992881,-3.6115557,crossing,4,,POINT (-3.6115557 37.1992881)
7617727834,37.1994382,-3.6119517,,3,,POINT (-3.6119517 37.1994382)
7617727835,37.1992406,-3.6116554,,4,,POINT (-3.6116554 37.1992406)
7617727838,37.1991866,-3.6117801,,4,,POINT (-3.6117801 37.1991866)
7617727839,37.1989785,-3.6115563,,3,,POINT (-3.6115563 37.1989785)
7617727841,37.1989107,-3.6115105,crossing,4,,POINT (-3.6115105 37.1989107)
7617727843,37.1988513,-3.6114707,,3,,POINT (-3.6114707 37.1988513)
7617727844,37.1993652,-3.612117,,3,,POINT (-3.612117 37.1993652)
7617727846,37.1993957,-3.6120468,crossing,4,,POINT (-3.6120468 37.1993957)
7617727848,37.1994922,-3.611827,,3,,POINT (-3.611827 37.1994922)
7617727850,37.1995359,-3.6117232,crossing,4,,POINT (-3.6117232 37.1995359)
7617727852,37.1995671,-3.6116512,,3,,POINT (-3.6116512 37.1995671)
7617727855,37.1987802,-3.6116347,crossing,4,,POINT (-3.6116347 37.1987802)
7617727856,37.1996551,-3.6093974,,3,,POINT (-3.6093974 37.1996551)
7617727859,37.1999637,-3.6097654,,3,,POINT (-3.6097654 37.1999637)
7617727861,37.1999987,-3.6096851,crossing,4,,POINT (-3.6096851 37.1999987)
7617727863,37.2000391,-3.6095927,,4,,POINT (-3.6095927 37.2000391)
7617727864,37.200088,-3.6094807,,4,,POINT (-3.6094807 37.200088)
7617727867,37.1998924,-3.6094122,,3,,POINT (-3.6094122 37.1998924)
7617727869,37.2003706,-3.6098186,,3,,POINT (-3.6098186 37.2003706)
7617727870,37.2001279,-3.6093893,crossing,4,,POINT (-3.6093893 37.2001279)
7617727872,37.2001656,-3.6093031,,3,,POINT (-3.6093031 37.2001656)
7617727873,37.2002972,-3.6099883,,3,,POINT (-3.6099883 37.2002972)
7617727875,37.2003302,-3.6099129,crossing,4,,POINT (-3.6099129 37.2003302)
7617727877,37.2004188,-3.6097063,,3,,POINT (-3.6097063 37.2004188)
7617727879,37.2004576,-3.6096158,crossing,4,,POINT (-3.6096158 37.2004576)
7617727881,37.2004818,-3.6095615,,3,,POINT (-3.6095615 37.2004818)
7617727883,37.199832,-3.6093706,crossing,4,,POINT (-3.6093706 37.199832)
7617727884,37.1998002,-3.6093487,,3,,POINT (-3.6093487 37.1998002)
7617727886,37.1998911,-3.609717,crossing,4,,POINT (-3.609717 37.1998911)
7617727888,37.2000042,-3.6106554,,3,,POINT (-3.6106554 37.2000042)
7617727902,37.1997511,-3.6094644,crossing,4,,POINT (-3.6094644 37.1997511)
7617727904,37.1998959,-3.6091212,,3,,POINT (-3.6091212 37.1998959)
7617727905,37.2004014,-3.6094613,,3,,POINT (-3.6094613 37.2004014)
7617727907,37.1996493,-3.6086477,,3,,POINT (-3.6086477 37.1996493)
7617727911,37.2003999,-3.6095761,,3,,POINT (-3.6095761 37.2003999)
7617727912,37.2004237,-3.6095208,crossing,4,,POINT (-3.6095208 37.2004237)
7617727918,37.1996615,-3.6086187,,3,,POINT (-3.6086187 37.1996615)
7617727919,37.1984752,-3.6112453,,3,,POINT (-3.6112453 37.1984752)
7617727920,37.1984362,-3.6112193,crossing,4,,POINT (-3.6112193 37.1984362)
7617727921,37.1983671,-3.6111733,,3,,POINT (-3.6111733 37.1983671)
7617727924,37.1987431,-3.6102964,,3,,POINT (-3.6102964 37.1987431)
7617727925,37.1988911,-3.6103938,,4,,POINT (-3.6103938 37.1988911)
7617727928,37.1989177,-3.6098672,,3,,POINT (-3.6098672 37.1989177)
7617727930,37.1990728,-3.6099708,,4,,POINT (-3.6099708 37.1990728)
7617727932,37.1995193,-3.6084748,,3,,POINT (-3.6084748 37.1995193)
7617727934,37.1996047,-3.608533,crossing,4,,POINT (-3.608533 37.1996047)
7617727935,37.1996769,-3.6085822,,3,,POINT (-3.6085822 37.1996769)
7617727936,37.199113,-3.6084803,,1,,POINT (-3.6084803 37.199113)
7617727937,37.1994244,-3.6086943,crossing,4,,POINT (-3.6086943 37.1994244)
7617727938,37.1995092,-3.6087526,,3,,POINT (-3.6087526 37.1995092)
7617727942,37.1997589,-3.6085181,,3,,POINT (-3.6085181 37.1997589)
7617727944,37.200556,-3.609045,,3,,POINT (-3.609045 37.200556)
7617727947,37.1996356,-3.6083364,,3,,POINT (-3.6083364 37.1996356)
7617727948,37.1997217,-3.608395,,3,,POINT (-3.608395 37.1997217)
7617727954,37.199648,-3.6106447,,3,,POINT (-3.6106447 37.199648)
7617727957,37.1997718,-3.6104721,,3,,POINT (-3.6104721 37.1997718)
7617727958,37.199952,-3.6108474,,3,,POINT (-3.6108474 37.199952)
7617727960,37.2000453,-3.6109117,crossing,4,,POINT (-3.6109117 37.2000453)
7617727965,37.1993543,-3.6124967,,4,,POINT (-3.6124967 37.1993543)
7617727967,37.1992574,-3.6125714,,3,,POINT (-3.6125714 37.1992574)
7617763490,37.1977204,-3.6086622,crossing,4,,POINT (-3.6086622 37.1977204)
7617763492,37.1977907,-3.6086939,,3,,POINT (-3.6086939 37.1977907)
7617763495,37.1973581,-3.6083124,,3,,POINT (-3.6083124 37.1973581)
7617763499,37.1975908,-3.6074736,,3,,POINT (-3.6074736 37.1975908)
7617763502,37.1980896,-3.6076843,,3,,POINT (-3.6076843 37.1980896)
7617763576,37.1992055,-3.6114046,,3,,POINT (-3.6114046 37.1992055)
7617763577,37.1993474,-3.6110952,,3,,POINT (-3.6110952 37.1993474)
7617776096,37.2095741,-3.6174318,,3,,POINT (-3.6174318 37.2095741)
7618261291,37.1872293,-3.5845451,,3,,POINT (-3.5845451 37.1872293)
7618261295,37.1869288,-3.5858377,,3,,POINT (-3.5858377 37.1869288)
7618261297,37.1969249,-3.571253,,3,,POINT (-3.571253 37.1969249)
7618261301,37.1958353,-3.5708885,,4,,POINT (-3.5708885 37.1958353)
7618261303,37.1949405,-3.5705624,,4,,POINT (-3.5705624 37.1949405)
7618261307,37.1937801,-3.5705459,,3,,POINT (-3.5705459 37.1937801)
7618261308,37.1965142,-3.5706648,,1,,POINT (-3.5706648 37.1965142)
7618261310,37.1960654,-3.5709678,,3,,POINT (-3.5709678 37.1960654)
7619640492,37.1612445,-3.6053138,,3,,POINT (-3.6053138 37.1612445)
7620566414,37.15612,-3.5778812,,3,,POINT (-3.5778812 37.15612)
7620566419,37.1550148,-3.5770037,,3,,POINT (-3.5770037 37.1550148)
7620566439,37.154163,-3.5748636,,3,,POINT (-3.5748636 37.154163)
7620566448,37.1551072,-3.5770459,,3,,POINT (-3.5770459 37.1551072)
7622455865,37.1805431,-3.5885224,crossing,4,,POINT (-3.5885224 37.1805431)
7622474706,37.1798019,-3.5920395,,3,,POINT (-3.5920395 37.1798019)
7622575472,37.1787172,-3.5904254,,4,,POINT (-3.5904254 37.1787172)
7622575477,37.1787026,-3.590948,,4,,POINT (-3.590948 37.1787026)
7622575478,37.1786742,-3.5913371,,4,,POINT (-3.5913371 37.1786742)
7622575483,37.1785025,-3.5924827,crossing,4,,POINT (-3.5924827 37.1785025)
7622611885,37.1786245,-3.5917976,,4,,POINT (-3.5917976 37.1786245)
7622611893,37.1782643,-3.5929506,,3,,POINT (-3.5929506 37.1782643)
7622611895,37.1783945,-3.5927179,,3,,POINT (-3.5927179 37.1783945)
7622611896,37.1788092,-3.5931449,,3,,POINT (-3.5931449 37.1788092)
7622611898,37.1788798,-3.5931328,,3,,POINT (-3.5931328 37.1788798)
7622611900,37.1788725,-3.5931488,,3,,POINT (-3.5931488 37.1788725)
7622611901,37.1788817,-3.5931285,,1,,POINT (-3.5931285 37.1788817)
7622611902,37.1790784,-3.5933527,crossing,4,,POINT (-3.5933527 37.1790784)
7622611913,37.1794136,-3.5928773,,3,,POINT (-3.5928773 37.1794136)
7622611935,37.1798228,-3.5920123,,3,,POINT (-3.5920123 37.1798228)
7622611938,37.1798426,-3.5917268,,3,,POINT (-3.5917268 37.1798426)
7622611941,37.1798541,-3.5914575,,3,,POINT (-3.5914575 37.1798541)
7622611942,37.1798273,-3.5916465,,3,,POINT (-3.5916465 37.1798273)
7622611949,37.1798573,-3.5912372,,3,,POINT (-3.5912372 37.1798573)
7624910173,37.1800969,-3.5895227,,3,,POINT (-3.5895227 37.1800969)
7640137292,37.1953755,-3.601355,crossing,4,,POINT (-3.601355 37.1953755)
7640137293,37.1953606,-3.6014264,,3,,POINT (-3.6014264 37.1953606)
7640137294,37.1953914,-3.6012793,,3,,POINT (-3.6012793 37.1953914)
7640137301,37.1905062,-3.6008014,,3,,POINT (-3.6008014 37.1905062)
7640137306,37.1901623,-3.6036967,,3,,POINT (-3.6036967 37.1901623)
7640137312,37.1937171,-3.6043209,,4,,POINT (-3.6043209 37.1937171)
7640137313,37.193909,-3.6043549,,3,,POINT (-3.6043549 37.193909)
7640137332,37.1965652,-3.6006913,crossing,4,,POINT (-3.6006913 37.1965652)
7640137333,37.1956205,-3.6014965,,3,,POINT (-3.6014965 37.1956205)
7640137335,37.1948208,-3.6043042,crossing,4,,POINT (-3.6043042 37.1948208)
7640137336,37.1952531,-3.604251,,3,,POINT (-3.604251 37.1952531)
7640137337,37.1952542,-3.6041023,,4,,POINT (-3.6041023 37.1952542)
7640137342,37.1953806,-3.6014698,,3,,POINT (-3.6014698 37.1953806)
7640137343,37.1954315,-3.6014883,crossing,4,,POINT (-3.6014883 37.1954315)
7640137348,37.1954873,-3.6015027,,3,,POINT (-3.6015027 37.1954873)
7640137349,37.1956599,-3.6014949,crossing,4,,POINT (-3.6014949 37.1956599)
7640137350,37.1956868,-3.601493,,3,,POINT (-3.601493 37.1956868)
7640137352,37.1975441,-3.6018078,,3,,POINT (-3.6018078 37.1975441)
7640137353,37.1974684,-3.6017655,crossing,4,,POINT (-3.6017655 37.1974684)
7640137354,37.1956838,-3.6018573,crossing,4,,POINT (-3.6018573 37.1956838)
7640137355,37.1956849,-3.6018094,,3,,POINT (-3.6018094 37.1956849)
7640137356,37.1956828,-3.6019023,,3,,POINT (-3.6019023 37.1956828)
7640137357,37.1956719,-3.6026421,,3,,POINT (-3.6026421 37.1956719)
7640137358,37.1956713,-3.602674,crossing,4,,POINT (-3.602674 37.1956713)
7640137359,37.1956703,-3.6027268,,3,,POINT (-3.6027268 37.1956703)
7640137362,37.1958624,-3.6034947,,3,,POINT (-3.6034947 37.1958624)
7640137363,37.1956679,-3.6029905,,3,,POINT (-3.6029905 37.1956679)
7640137364,37.195641,-3.6029909,crossing,4,,POINT (-3.6029909 37.195641)
7640137365,37.1956093,-3.6029915,,3,,POINT (-3.6029915 37.1956093)
7640137367,37.1956361,-3.6034853,crossing,4,,POINT (-3.6034853 37.1956361)
7640137368,37.1956056,-3.6034848,,3,,POINT (-3.6034848 37.1956056)
7640137369,37.1957431,-3.6034872,,3,,POINT (-3.6034872 37.1957431)
7640137373,37.1958616,-3.6035361,crossing,4,,POINT (-3.6035361 37.1958616)
7640137374,37.1958608,-3.603582,,3,,POINT (-3.603582 37.1958608)
7640137377,37.1953854,-3.6036729,,3,,POINT (-3.6036729 37.1953854)
7640137378,37.1953807,-3.6042341,,3,,POINT (-3.6042341 37.1953807)
7640137381,37.1949356,-3.6035862,,3,,POINT (-3.6035862 37.1949356)
7640137384,37.1953631,-3.6036248,crossing,4,,POINT (-3.6036248 37.1953631)
7640139385,37.1953634,-3.6035795,,3,,POINT (-3.6035795 37.1953634)
7640139386,37.1952946,-3.6042455,crossing,4,,POINT (-3.6042455 37.1952946)
7640139398,37.1975001,-3.600704,,3,,POINT (-3.600704 37.1975001)
7640139399,37.1974438,-3.6006998,,3,,POINT (-3.6006998 37.1974438)
7640139403,37.1957319,-3.601302,crossing,4,,POINT (-3.601302 37.1957319)
7640139410,37.1957723,-3.6014545,,3,,POINT (-3.6014545 37.1957723)
7640139418,37.1966952,-3.6026513,,3,,POINT (-3.6026513 37.1966952)
7640139419,37.1966944,-3.6026955,crossing,4,,POINT (-3.6026955 37.1966944)
7640139420,37.1966937,-3.6027437,,3,,POINT (-3.6027437 37.1966937)
7640139421,37.1966636,-3.6035064,,3,,POINT (-3.6035064 37.1966636)
7640139422,37.1966628,-3.6035533,crossing,4,,POINT (-3.6035533 37.1966628)
7640139423,37.196662,-3.6036003,,3,,POINT (-3.6036003 37.196662)
7640139426,37.196178,-3.6034993,,3,,POINT (-3.6034993 37.196178)
7640139427,37.196177,-3.6035428,crossing,4,,POINT (-3.6035428 37.196177)
7640139428,37.1961759,-3.6035892,,3,,POINT (-3.6035892 37.1961759)
7640139431,37.1967376,-3.6033453,crossing,4,,POINT (-3.6033453 37.1967376)
7640139432,37.1966867,-3.6033439,,3,,POINT (-3.6033439 37.1966867)
7640139434,37.1967553,-3.6024467,crossing,4,,POINT (-3.6024467 37.1967553)
7640139435,37.196699,-3.6024449,,3,,POINT (-3.6024449 37.196699)
7640139436,37.1966528,-3.6040575,,3,,POINT (-3.6040575 37.1966528)
7640139437,37.1967275,-3.6040582,crossing,4,,POINT (-3.6040582 37.1967275)
7640139442,37.1968455,-3.6023233,crossing,4,,POINT (-3.6023233 37.1968455)
7640139443,37.1968464,-3.6022602,,3,,POINT (-3.6022602 37.1968464)
7640139444,37.1974677,-3.6018175,,3,,POINT (-3.6018175 37.1974677)
7640139445,37.197469,-3.6017197,,3,,POINT (-3.6017197 37.197469)
7640139446,37.1974514,-3.6023346,crossing,4,,POINT (-3.6023346 37.1974514)
7640139447,37.1974522,-3.6022702,,3,,POINT (-3.6022702 37.1974522)
7640139451,37.1985186,-3.6018048,,3,,POINT (-3.6018048 37.1985186)
7640139452,37.1984651,-3.6018303,crossing,4,,POINT (-3.6018303 37.1984651)
7640139453,37.1976409,-3.6012669,crossing,4,,POINT (-3.6012669 37.1976409)
7640139455,37.1997085,-3.6012929,crossing,4,,POINT (-3.6012929 37.1997085)
7640139456,37.198518,-3.6018842,crossing,4,,POINT (-3.6018842 37.198518)
7640139457,37.1985192,-3.6017579,crossing,4,,POINT (-3.6017579 37.1985192)
7640139458,37.1985238,-3.6014029,crossing,4,,POINT (-3.6014029 37.1985238)
7640139463,37.1983782,-3.6031935,crossing,4,,POINT (-3.6031935 37.1983782)
7640139466,37.1975404,-3.6016756,crossing,4,,POINT (-3.6016756 37.1975404)
7640139467,37.1974917,-3.601675,,3,,POINT (-3.601675 37.1974917)
7640139494,37.1956119,-3.6026436,,3,,POINT (-3.6026436 37.1956119)
7640139495,37.1955625,-3.6026431,,1,,POINT (-3.6026431 37.1955625)
7640139496,37.1956184,-3.601773,,3,,POINT (-3.601773 37.1956184)
7640139498,37.1955598,-3.6017698,,1,,POINT (-3.6017698 37.1955598)
7640139500,37.194678,-3.6040755,crossing,4,,POINT (-3.6040755 37.194678)
7640139501,37.1947332,-3.6041345,crossing,4,,POINT (-3.6041345 37.1947332)
7640139503,37.1947796,-3.6041613,,3,,POINT (-3.6041613 37.1947796)
7640139506,37.194588,-3.6039481,,3,,POINT (-3.6039481 37.194588)
7640139508,37.195014,-3.6032901,,3,,POINT (-3.6032901 37.195014)
7640139509,37.1949003,-3.6032446,,3,,POINT (-3.6032446 37.1949003)
7640139515,37.1938977,-3.6044637,,3,,POINT (-3.6044637 37.1938977)
7640139516,37.1939017,-3.6044228,crossing,4,,POINT (-3.6044228 37.1939017)
7640139519,37.193206,-3.6043029,crossing,4,,POINT (-3.6043029 37.193206)
7640139520,37.1932181,-3.604221,,4,,POINT (-3.604221 37.1932181)
7640139521,37.1931945,-3.6043867,,3,,POINT (-3.6043867 37.1931945)
7640139523,37.1920981,-3.604097,crossing,4,,POINT (-3.604097 37.1920981)
7640139525,37.1922778,-3.6040779,crossing,4,,POINT (-3.6040779 37.1922778)
7640139528,37.1922906,-3.6040045,,3,,POINT (-3.6040045 37.1922906)
7640139529,37.1922698,-3.6041239,,3,,POINT (-3.6041239 37.1922698)
7640139532,37.1917558,-3.6027105,crossing,4,,POINT (-3.6027105 37.1917558)
7640139533,37.1917869,-3.6027177,,3,,POINT (-3.6027177 37.1917869)
7640139534,37.1917157,-3.6027012,,3,,POINT (-3.6027012 37.1917157)
7640139538,37.1902379,-3.6037015,,3,,POINT (-3.6037015 37.1902379)
7640139543,37.1912294,-3.6025903,,3,,POINT (-3.6025903 37.1912294)
7640139548,37.1909592,-3.603827,crossing,4,,POINT (-3.603827 37.1909592)
7640139552,37.190997,-3.6025582,,3,,POINT (-3.6025582 37.190997)
7640139554,37.1916177,-3.6038105,,3,,POINT (-3.6038105 37.1916177)
7640139555,37.1915877,-3.6038051,crossing,4,,POINT (-3.6038051 37.1915877)
7640139556,37.1915445,-3.6037972,,3,,POINT (-3.6037972 37.1915445)
7640139557,37.1902019,-3.6036992,crossing,4,,POINT (-3.6036992 37.1902019)
7640139559,37.1900506,-3.6036895,,3,,POINT (-3.6036895 37.1900506)
7640139564,37.190022,-3.603659,,3,,POINT (-3.603659 37.190022)
7640139565,37.1899248,-3.6036523,,3,,POINT (-3.6036523 37.1899248)
7640139568,37.1902828,-3.6025427,,3,,POINT (-3.6025427 37.1902828)
7640139569,37.1901862,-3.6025093,,3,,POINT (-3.6025093 37.1901862)
7640139570,37.1903905,-3.6016643,,3,,POINT (-3.6016643 37.1903905)
7640139571,37.1902848,-3.6016548,,3,,POINT (-3.6016548 37.1902848)
7640139572,37.1904282,-3.6008463,,3,,POINT (-3.6008463 37.1904282)
7640139577,37.1905197,-3.6004959,,3,,POINT (-3.6004959 37.1905197)
7640139583,37.1944515,-3.6011645,,3,,POINT (-3.6011645 37.1944515)
7640139584,37.1943828,-3.6012251,crossing,4,,POINT (-3.6012251 37.1943828)
7640139585,37.1941955,-3.601188,crossing,4,,POINT (-3.601188 37.1941955)
7640139586,37.1941571,-3.6011062,,3,,POINT (-3.6011062 37.1941571)
7643974350,37.1859142,-3.6189672,,3,,POINT (-3.6189672 37.1859142)
7643974355,37.1857484,-3.6190257,,3,,POINT (-3.6190257 37.1857484)
7643974375,37.185277,-3.6193862,,3,,POINT (-3.6193862 37.185277)
7643974377,37.1847363,-3.6193968,,4,,POINT (-3.6193968 37.1847363)
7643974378,37.1847782,-3.6195648,,3,,POINT (-3.6195648 37.1847782)
7643974382,37.1847165,-3.6192582,,3,,POINT (-3.6192582 37.1847165)
7643999389,37.1845313,-3.6194843,,4,,POINT (-3.6194843 37.1845313)
7643999391,37.1845029,-3.6194219,crossing,4,,POINT (-3.6194219 37.1845029)
7643999393,37.1844754,-3.6193614,,3,,POINT (-3.6193614 37.1844754)
7643999395,37.1840087,-3.6196736,,3,,POINT (-3.6196736 37.1840087)
7643999397,37.1840382,-3.6197396,crossing,4,,POINT (-3.6197396 37.1840382)
7643999398,37.184065,-3.6197993,,4,,POINT (-3.6197993 37.184065)
7643999399,37.1841316,-3.6199612,,4,,POINT (-3.6199612 37.1841316)
7643999404,37.183648,-3.6199132,,3,,POINT (-3.6199132 37.183648)
7643999405,37.1834774,-3.6202004,,4,,POINT (-3.6202004 37.1834774)
7643999408,37.183416,-3.6200682,,3,,POINT (-3.6200682 37.183416)
7643999411,37.1834119,-3.6189944,,3,,POINT (-3.6189944 37.1834119)
7643999412,37.1832686,-3.6186663,,3,,POINT (-3.6186663 37.1832686)
7643999414,37.1828935,-3.6186511,,3,,POINT (-3.6186511 37.1828935)
7643999415,37.1829268,-3.619104,,3,,POINT (-3.619104 37.1829268)
7643999416,37.1830744,-3.6194377,,3,,POINT (-3.6194377 37.1830744)
7643999417,37.1832489,-3.6198327,,3,,POINT (-3.6198327 37.1832489)
7643999418,37.183622,-3.6199307,,3,,POINT (-3.6199307 37.183622)
7643999421,37.1835938,-3.6194107,,3,,POINT (-3.6194107 37.1835938)
7643999422,37.183461,-3.6191067,,3,,POINT (-3.6191067 37.183461)
7643999424,37.18351,-3.6190725,crossing,4,,POINT (-3.6190725 37.18351)
7643999426,37.183564,-3.6190348,,3,,POINT (-3.6190348 37.183564)
7643999427,37.1829993,-3.6194396,,3,,POINT (-3.6194396 37.1829993)
7643999429,37.1830373,-3.6194126,crossing,4,,POINT (-3.6194126 37.1830373)
7643999430,37.1830571,-3.6193986,,3,,POINT (-3.6193986 37.1830571)
7643999432,37.1833556,-3.6200744,,3,,POINT (-3.6200744 37.1833556)
7643999433,37.1832965,-3.6201148,,3,,POINT (-3.6201148 37.1832965)
7643999435,37.1827608,-3.6187809,crossing,4,,POINT (-3.6187809 37.1827608)
7643999436,37.1827782,-3.6187652,,3,,POINT (-3.6187652 37.1827782)
7643999437,37.1837639,-3.6197999,,3,,POINT (-3.6197999 37.1837639)
7643999439,37.1838134,-3.6197663,crossing,4,,POINT (-3.6197663 37.1838134)
