RUTA:,EDAD,TAMAÑO BBDD,TIEMPO MAX,ALGORITMO,EJECUCION Nº,RUTA CICLICA,POIS VISITADOS,INTERÉS,DISTANCIA TOTAL,TIEMPO RUTA,MARGEN,NUMERO DE POIS VISITADOS,PORCENTAJE INTERES,TIEMPO EJECUCION ALGORITMO
13,30,158,300,Algoritmo Genetico Estacionario,3,False,"[109, 90, 105, 121, 122, 7, 117, 9, 52]",75,6242.368,295.92083989501316,4.0791601049868405,9,83.33333333333334,31.346395015716553
14,30,158,300,Algoritmo Memetico,3,False,"[44, 49, 62, 152, 53, 117, 9, 144, 47]",81,4175.963000000001,295.8026640419948,4.197335958005226,9,90.0,623.1067998409271
15,30,158,300,Greedy,4,False,"[9, 117, 144, 89, 152, 53, 104, 25, 21]",89,2347.9739999999997,295.81330708661415,4.186692913385855,9,98.88888888888889,0.1020810604095459
16,30,158,300,GRASP,4,False,"[104, 144, 9, 152, 21, 121, 102, 49]",78,3825.1310000000008,278.1985695538058,21.801430446194217,8,97.5,3.685415029525757
17,30,158,300,Enfriamiento Simulado,4,False,"[9, 117, 144, 89, 152, 53, 104, 25, 128]",89,2434.368,292.9470866141732,7.052913385826798,9,98.88888888888889,0.22563672065734863
18,30,158,300,Algoritmo Genetico Estacionario,4,False,"[93, 152, 7, 9, 94, 45, 121, 100, 120]",79,5537.920999999999,284.6761286089239,15.323871391076125,9,87.77777777777779,32.42055320739746
19,30,158,300,Algoritmo Memetico,4,False,"[121, 109, 31, 120, 152, 9, 117, 94, 89, 53]",89,1861.8980000000001,279.4343569553806,20.565643044619378,10,89.0,748.9337966442108
20,30,158,300,Greedy,5,False,"[9, 117, 144, 89, 152, 53, 104, 25, 21]",89,2347.9739999999997,295.81330708661415,4.186692913385855,9,98.88888888888889,0.09020161628723145
21,30,158,300,GRASP,5,False,"[9, 117, 89, 53, 104, 21, 102, 51]",79,3784.449,271.66468503937006,28.335314960629944,8,98.75,3.6608152389526367
22,30,158,300,Enfriamiento Simulado,5,False,"[9, 117, 144, 89, 152, 53, 104, 25, 128]",89,2434.368,292.9470866141732,7.052913385826798,9,98.88888888888889,0.23425650596618652
23,30,158,300,Algoritmo Genetico Estacionario,5,False,"[9, 94, 21, 89, 117, 122, 70, 145, 109]",78,5973.446000000001,292.3916797900263,7.608320209973726,9,86.66666666666666,31.601433753967285
